0,1,2,3,4,label
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1962, 6]","[0, 52, 8]",112
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1962, 3]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 7]",112
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1962, 4]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 7]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1962, 6]","[0, 52, 7]",112
"[1, 60, 0]","[0, 60, 12]","[1, 52, 12]","[1, 1962, 13]","[0, 52, 20]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 8]","[1, 52, 8]","[1, 1962, 9]","[0, 52, 9]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 7]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1962, 4]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 7]","[1, 52, 7]","[1, 1962, 9]","[0, 52, 10]",112
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1962, 4]","[0, 52, 4]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 7]",112
"[1, 60, 0]","[0, 60, 3]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 4]",112
"[1, 60, 0]","[0, 60, 17]","[1, 52, 17]","[1, 1962, 18]","[0, 52, 24]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 7]",112
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1962, 6]","[0, 52, 7]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 16]","[1, 52, 16]","[1, 1962, 17]","[0, 52, 22]",112
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1962, 4]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1962, 7]","[0, 52, 8]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1962, 7]","[0, 52, 7]",112
"[1, 60, 0]","[0, 60, 7]","[1, 52, 7]","[1, 1962, 7]","[0, 52, 8]",112
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1962, 6]","[0, 52, 8]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1962, 6]","[0, 52, 7]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 17]","[1, 52, 17]","[1, 1962, 18]","[0, 52, 19]",112
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1962, 4]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1962, 4]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1962, 4]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 11]","[1, 52, 11]","[1, 1962, 12]","[0, 52, 17]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 7]",112
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1962, 8]","[0, 52, 10]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 6]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 4]","[0, 52, 5]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 7]","[0, 52, 8]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1962, 4]","[0, 52, 4]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1962, 5]","[0, 52, 6]",112
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1962, 5]","[0, 52, 7]",112
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1935, 8]","[0, 40, 9]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 7]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 11]","[0, 40, 12]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 7]","[0, 40, 8]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 9]","[0, 40, 10]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 7]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 6]","[1, 40, 7]","[1, 1935, 9]","[0, 40, 10]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 8]","[0, 40, 9]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 7]","[0, 40, 8]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 9]","[0, 40, 10]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1935, 9]","[0, 40, 10]",211
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 6]","[1, 40, 7]","[1, 1935, 8]","[0, 40, 8]",211
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1935, 9]","[0, 40, 10]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1935, 7]","[0, 40, 8]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1935, 7]","[0, 40, 8]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 7]","[0, 40, 8]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 7]","[0, 40, 8]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1935, 8]","[0, 40, 8]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1935, 8]","[0, 40, 9]",211
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1935, 5]","[0, 40, 6]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 8]","[0, 40, 9]",211
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 7]","[0, 40, 8]",211
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1935, 5]","[0, 40, 6]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1935, 8]","[0, 40, 8]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1935, 7]","[0, 40, 8]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1935, 7]","[0, 40, 8]",211
"[1, 52, 0]","[0, 48, 6]","[1, 40, 6]","[1, 1935, 8]","[0, 40, 8]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1935, 7]","[0, 40, 9]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1935, 8]","[0, 40, 9]",211
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1935, 29]","[0, 40, 30]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1935, 8]","[0, 40, 10]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 6]","[1, 40, 7]","[1, 1935, 10]","[0, 40, 11]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 10]","[0, 40, 12]",211
"[1, 52, 0]","[0, 48, 6]","[1, 40, 6]","[1, 1935, 8]","[0, 40, 9]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 6]","[0, 40, 6]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 8]","[0, 40, 9]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 8]","[0, 40, 9]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1935, 8]","[0, 40, 9]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 12]","[1, 40, 13]","[1, 1935, 16]","[0, 40, 17]",211
"[1, 52, 0]","[0, 48, 6]","[1, 40, 7]","[1, 1935, 10]","[0, 40, 11]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1935, 7]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1935, 5]","[0, 40, 6]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1935, 9]","[0, 40, 10]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1935, 6]","[0, 40, 6]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1935, 9]","[0, 40, 9]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1935, 8]","[0, 40, 8]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1935, 6]","[0, 40, 6]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 7]","[0, 40, 8]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1935, 7]","[0, 40, 8]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 8]","[0, 40, 9]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 8]","[0, 40, 9]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1935, 7]","[0, 40, 8]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 7]","[0, 40, 8]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1935, 13]","[0, 40, 14]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 11]","[0, 40, 12]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1935, 9]","[0, 40, 10]",211
"[1, 52, 0]","[0, 48, 6]","[1, 40, 6]","[1, 1935, 8]","[0, 40, 9]",211
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1935, 6]","[0, 40, 6]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1935, 7]","[0, 40, 8]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 8]","[0, 40, 9]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 9]","[0, 40, 10]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 7]","[0, 40, 8]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1935, 5]","[0, 40, 6]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 7]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 8]","[0, 40, 9]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1935, 8]","[0, 40, 9]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1935, 5]","[0, 40, 6]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 6]","[0, 40, 7]",211
"[1, 52, 0]","[0, 48, 3]","[1, 40, 5]","[1, 1935, 12]","[0, 40, 13]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1935, 7]","[0, 40, 8]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1935, 6]","[0, 40, 6]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1935, 9]","[0, 40, 10]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1935, 8]","[0, 40, 9]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1807, 12]","[0, 40, 13]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1775, 8]","[0, 40, 8]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1807, 7]","[0, 40, 8]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1839, 12]","[0, 40, 14]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1807, 11]","[0, 40, 12]",221
"[1, 52, 0]","[0, 48, 5]","[1, 40, 7]","[1, 1807, 17]","[0, 40, 18]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1839, 8]","[0, 40, 9]",221
"[1, 52, 0]","[0, 48, 6]","[1, 40, 7]","[1, 1807, 15]","[0, 40, 16]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1775, 18]","[0, 40, 19]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1839, 12]","[0, 40, 13]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1839, 34]","[0, 40, 35]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1775, 10]","[0, 40, 11]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1775, 6]","[0, 40, 7]",221
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1839, 8]","[0, 40, 9]",221
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1775, 7]","[0, 40, 8]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1807, 54]","[0, 40, 55]",221
"[1, 52, 0]","[0, 48, 3]","[1, 40, 5]","[1, 1871, 14]","[0, 40, 15]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1871, 9]","[0, 40, 10]",221
"[1, 52, 0]","[0, 48, 5]","[1, 40, 7]","[1, 1775, 11]","[0, 40, 12]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1775, 6]","[0, 40, 7]",221
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1871, 8]","[0, 40, 9]",221
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1807, 6]","[0, 40, 7]",221
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1871, 6]","[0, 40, 7]",221
"[1, 52, 0]","[0, 48, 6]","[1, 40, 6]","[1, 1871, 8]","[0, 40, 9]",221
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1807, 9]","[0, 40, 10]",221
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1871, 8]","[0, 40, 9]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1839, 8]","[0, 40, 9]",221
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1807, 12]","[0, 40, 13]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1839, 6]","[0, 40, 7]",221
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1839, 6]","[0, 40, 6]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1839, 7]","[0, 40, 8]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1871, 7]","[0, 40, 8]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1807, 11]","[0, 40, 12]",221
"[1, 52, 0]","[0, 48, 6]","[1, 40, 6]","[1, 1807, 8]","[0, 40, 9]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1871, 7]","[0, 40, 8]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1871, 7]","[0, 40, 8]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1871, 8]","[0, 40, 9]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 1775, 18]","[0, 40, 19]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 1807, 11]","[0, 40, 12]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1839, 7]","[0, 40, 8]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1807, 21]","[0, 40, 22]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1775, 10]","[0, 40, 11]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1775, 8]","[0, 40, 9]",221
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1839, 18]","[0, 40, 19]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1839, 12]","[0, 40, 13]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1807, 49]","[0, 40, 50]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1839, 6]","[0, 40, 7]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 7]","[1, 1839, 13]","[0, 40, 13]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1871, 7]","[0, 40, 8]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 1839, 54]","[0, 40, 55]",221
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1839, 7]","[0, 40, 8]",221
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1775, 16]","[0, 40, 17]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 1871, 14]","[0, 40, 15]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 9]","[1, 1871, 13]","[0, 40, 14]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1807, 11]","[0, 40, 12]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1807, 14]","[0, 40, 15]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1775, 16]","[0, 40, 18]",221
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1807, 24]","[0, 40, 25]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1871, 27]","[0, 40, 28]",221
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1839, 14]","[0, 40, 15]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1775, 7]","[0, 40, 8]",221
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1807, 25]","[0, 40, 26]",221
"[1, 52, 0]","[0, 48, 6]","[1, 40, 7]","[1, 1871, 13]","[0, 40, 14]",221
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1871, 11]","[0, 40, 12]",221
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1775, 10]","[0, 40, 11]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1775, 6]","[0, 40, 7]",221
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1871, 11]","[0, 40, 12]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1839, 7]","[0, 40, 8]",221
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1775, 6]","[0, 40, 7]",221
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1839, 14]","[0, 40, 14]",221
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1775, 5]","[0, 40, 6]",221
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1839, 9]","[0, 40, 10]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1871, 6]","[0, 40, 7]",221
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1871, 7]","[0, 40, 7]",221
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1871, 8]","[0, 40, 9]",221
"[1, 52, 0]","[0, 48, 7]","[1, 40, 8]","[1, 1871, 15]","[0, 40, 16]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1839, 11]","[0, 40, 12]",221
"[1, 52, 0]","[0, 48, 6]","[1, 40, 6]","[1, 1807, 15]","[0, 40, 16]",221
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1839, 7]","[0, 40, 8]",221
