0,1,2,3,4,5,6,7,8,9,label
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 629, 6]","[0, 52, 7]","[0, 1500, 10]","[0, 1040, 10]","[1, 52, 11]","[1, 116, 17]","[1, 150, 18]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 661, 5]","[0, 52, 5]","[0, 1500, 10]","[0, 1039, 10]","[1, 52, 11]","[1, 116, 24]","[1, 150, 25]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 597, 5]","[0, 52, 5]","[0, 1500, 12]","[0, 1039, 12]","[1, 52, 12]","[1, 116, 16]","[1, 150, 16]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 6]","[1, 570, 7]","[0, 52, 8]","[0, 1500, 13]","[0, 1040, 13]","[1, 52, 13]","[1, 116, 27]","[1, 150, 27]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 597, 6]","[0, 52, 7]","[0, 1500, 10]","[0, 1038, 11]","[1, 52, 11]","[1, 116, 17]","[1, 150, 18]",320
"[1, 64, 0]","[0, 60, 9]","[1, 52, 10]","[1, 1500, 15]","[1, 499, 15]","[0, 52, 19]","[0, 52, 19]","[0, 1500, 31]","[0, 1500, 32]","[0, 1467, 32]",311
"[1, 64, 0]","[0, 60, 6]","[1, 52, 7]","[1, 1500, 10]","[1, 499, 10]","[0, 52, 12]","[0, 1500, 17]","[0, 1500, 17]","[0, 1466, 17]","[1, 52, 18]",311
"[1, 64, 0]","[0, 60, 7]","[1, 52, 8]","[1, 1500, 25]","[1, 499, 25]","[0, 52, 28]","[0, 1500, 33]","[0, 1500, 33]","[0, 1467, 33]","[1, 52, 34]",311
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1500, 7]","[1, 499, 7]","[0, 52, 8]","[0, 1500, 19]","[0, 1500, 19]","[0, 1465, 19]","[1, 52, 20]",311
"[1, 64, 0]","[0, 60, 11]","[1, 52, 12]","[1, 1500, 13]","[1, 499, 13]","[0, 52, 15]","[0, 1500, 21]","[0, 1500, 21]","[0, 1465, 21]","[1, 52, 21]",311
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 1500, 7]","[1, 499, 7]","[0, 52, 9]","[0, 1500, 13]","[0, 1500, 13]","[0, 1466, 13]","[1, 52, 13]",311
"[1, 64, 0]","[0, 60, 6]","[1, 52, 7]","[1, 1500, 9]","[1, 499, 9]","[0, 52, 10]","[0, 1500, 14]","[0, 1500, 14]","[0, 1467, 14]","[1, 52, 15]",311
"[1, 64, 0]","[0, 60, 6]","[1, 52, 7]","[1, 1500, 8]","[1, 499, 8]","[0, 52, 9]","[0, 1500, 15]","[0, 1500, 16]","[0, 1466, 16]","[1, 52, 16]",311
"[1, 64, 0]","[0, 60, 5]","[1, 52, 7]","[1, 1500, 8]","[1, 499, 8]","[0, 52, 9]","[0, 1500, 15]","[0, 1500, 15]","[0, 1466, 15]","[1, 52, 15]",311
"[1, 64, 0]","[0, 60, 5]","[1, 52, 6]","[1, 1500, 8]","[1, 499, 8]","[0, 52, 10]","[0, 1500, 14]","[0, 1500, 14]","[1, 52, 14]","[0, 1465, 14]",311
"[1, 64, 0]","[0, 60, 8]","[1, 52, 9]","[1, 1500, 11]","[1, 499, 11]","[0, 52, 12]","[0, 52, 12]","[0, 1500, 21]","[0, 1500, 21]","[0, 1466, 21]",311
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 1500, 7]","[1, 499, 7]","[0, 52, 8]","[0, 52, 9]","[0, 1500, 13]","[0, 1500, 14]","[0, 1465, 14]",311
"[1, 64, 0]","[0, 60, 5]","[1, 52, 6]","[1, 1500, 7]","[1, 499, 7]","[0, 52, 8]","[0, 52, 9]","[0, 1500, 14]","[0, 1500, 14]","[0, 1466, 14]",311
"[1, 64, 0]","[0, 60, 7]","[1, 52, 7]","[1, 1500, 11]","[1, 499, 11]","[0, 52, 17]","[0, 52, 17]","[0, 1500, 23]","[0, 1500, 23]","[0, 1467, 23]",311
"[1, 64, 0]","[0, 60, 7]","[1, 52, 8]","[1, 1500, 9]","[1, 499, 9]","[0, 52, 10]","[0, 52, 10]","[0, 1500, 14]","[0, 1500, 14]","[0, 1466, 14]",311
"[1, 64, 0]","[0, 60, 9]","[1, 52, 10]","[1, 1500, 13]","[1, 499, 13]","[0, 52, 16]","[0, 1500, 22]","[0, 1500, 23]","[0, 1465, 23]","[1, 52, 23]",311
"[1, 64, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1500, 9]","[1, 499, 9]","[0, 52, 10]","[0, 52, 10]","[0, 1500, 14]","[0, 1500, 15]","[0, 1467, 15]",311
"[1, 64, 0]","[0, 60, 8]","[1, 52, 9]","[1, 1500, 10]","[1, 499, 10]","[0, 52, 13]","[0, 1500, 18]","[0, 1500, 18]","[0, 1465, 18]","[1, 52, 19]",311
"[1, 64, 0]","[0, 60, 7]","[1, 52, 8]","[1, 1500, 22]","[1, 499, 22]","[0, 52, 23]","[0, 52, 23]","[0, 1500, 30]","[0, 1500, 30]","[0, 1465, 30]",311
"[1, 64, 0]","[0, 60, 8]","[1, 52, 8]","[1, 1500, 13]","[1, 499, 13]","[0, 52, 14]","[0, 52, 14]","[0, 1500, 20]","[0, 1500, 21]","[0, 1467, 21]",311
"[1, 64, 0]","[0, 60, 7]","[1, 52, 8]","[1, 1500, 21]","[1, 499, 21]","[0, 52, 23]","[0, 1500, 27]","[0, 1500, 27]","[0, 1466, 27]","[1, 52, 28]",311
"[1, 64, 0]","[0, 60, 5]","[1, 52, 6]","[1, 1500, 7]","[1, 499, 7]","[0, 52, 8]","[0, 1500, 15]","[0, 1500, 15]","[0, 1465, 15]","[1, 52, 15]",311
"[1, 64, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1500, 8]","[1, 499, 8]","[0, 52, 9]","[0, 52, 9]","[0, 1500, 17]","[0, 1500, 17]","[0, 1467, 17]",311
"[1, 64, 0]","[0, 60, 15]","[1, 52, 16]","[1, 1500, 17]","[1, 499, 17]","[0, 52, 18]","[0, 52, 19]","[0, 1500, 24]","[0, 1500, 24]","[0, 1466, 24]",311
"[1, 64, 0]","[0, 60, 6]","[1, 52, 7]","[1, 1500, 9]","[1, 499, 9]","[0, 52, 11]","[0, 52, 11]","[0, 1500, 17]","[0, 1500, 18]","[0, 1465, 18]",311
"[1, 64, 0]","[0, 60, 11]","[1, 52, 11]","[1, 1500, 12]","[1, 499, 12]","[0, 52, 13]","[0, 52, 13]","[0, 1500, 18]","[0, 1500, 18]","[0, 1466, 18]",311
"[1, 64, 0]","[0, 60, 7]","[1, 52, 8]","[1, 1500, 9]","[1, 499, 9]","[0, 52, 11]","[0, 52, 11]","[0, 1500, 23]","[0, 1500, 24]","[0, 1466, 24]",311
"[1, 64, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1500, 8]","[1, 499, 8]","[0, 52, 9]","[0, 52, 10]","[0, 1500, 20]","[0, 1500, 20]","[0, 1466, 20]",311
"[1, 64, 0]","[0, 60, 8]","[1, 52, 9]","[1, 1500, 12]","[1, 499, 12]","[0, 52, 13]","[0, 52, 13]","[0, 1500, 18]","[0, 1500, 18]","[0, 1466, 18]",311
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 1500, 8]","[1, 499, 8]","[0, 52, 9]","[0, 1500, 13]","[0, 1500, 13]","[0, 1467, 13]","[1, 52, 15]",311
"[1, 64, 0]","[0, 60, 19]","[1, 52, 19]","[1, 1500, 21]","[1, 499, 21]","[0, 52, 25]","[0, 52, 25]","[0, 1500, 35]","[0, 1500, 35]","[0, 1466, 35]",311
"[1, 64, 0]","[0, 60, 5]","[1, 52, 6]","[1, 1500, 7]","[1, 499, 7]","[0, 52, 10]","[0, 52, 10]","[0, 1500, 14]","[0, 1500, 14]","[0, 1466, 14]",311
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1500, 7]","[1, 499, 7]","[0, 52, 8]","[0, 52, 8]","[0, 1500, 12]","[0, 1500, 12]","[0, 1466, 12]",311
"[1, 64, 0]","[0, 60, 8]","[1, 52, 8]","[1, 1500, 10]","[1, 499, 10]","[0, 52, 11]","[0, 1500, 20]","[0, 1500, 20]","[0, 1466, 20]","[1, 52, 21]",311
"[1, 64, 0]","[0, 60, 19]","[1, 52, 19]","[1, 1500, 21]","[1, 499, 21]","[0, 52, 23]","[0, 52, 23]","[0, 1500, 33]","[0, 1500, 33]","[0, 1467, 33]",311
"[1, 64, 0]","[0, 60, 7]","[1, 52, 8]","[1, 1500, 9]","[1, 499, 9]","[0, 52, 10]","[0, 1500, 17]","[0, 1500, 17]","[0, 1467, 17]","[1, 52, 17]",311
"[1, 64, 0]","[0, 60, 5]","[1, 52, 6]","[1, 1500, 8]","[1, 499, 8]","[0, 52, 9]","[0, 52, 9]","[0, 1500, 18]","[0, 1500, 19]","[0, 1466, 19]",311
"[1, 64, 0]","[0, 60, 17]","[1, 52, 18]","[1, 1500, 20]","[1, 499, 20]","[0, 52, 24]","[0, 52, 24]","[0, 1500, 33]","[0, 1500, 33]","[0, 1467, 33]",311
"[1, 64, 0]","[0, 60, 9]","[1, 52, 11]","[1, 1500, 16]","[1, 499, 16]","[0, 52, 19]","[0, 1500, 25]","[0, 1500, 25]","[0, 1466, 25]","[1, 52, 25]",311
"[1, 64, 0]","[0, 60, 7]","[1, 52, 7]","[1, 1500, 13]","[1, 499, 13]","[0, 52, 14]","[0, 1500, 23]","[0, 1500, 23]","[0, 1466, 23]","[1, 52, 23]",311
"[1, 64, 0]","[0, 60, 7]","[1, 52, 7]","[1, 1500, 11]","[1, 499, 11]","[0, 52, 12]","[0, 1500, 19]","[0, 1500, 19]","[0, 1467, 19]","[1, 52, 20]",311
"[1, 64, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1500, 9]","[1, 499, 9]","[0, 52, 10]","[0, 1500, 21]","[0, 1500, 21]","[0, 1466, 21]","[1, 52, 21]",311
"[1, 64, 0]","[0, 60, 7]","[1, 52, 8]","[1, 1500, 9]","[1, 499, 9]","[0, 52, 10]","[0, 1500, 15]","[0, 1500, 15]","[0, 1465, 15]","[1, 52, 16]",311
"[1, 64, 0]","[0, 60, 8]","[1, 52, 9]","[1, 1500, 10]","[1, 499, 10]","[0, 52, 14]","[0, 52, 14]","[0, 1500, 20]","[0, 1500, 20]","[0, 1466, 20]",311
"[1, 64, 0]","[0, 60, 6]","[1, 52, 7]","[1, 1500, 12]","[1, 499, 12]","[0, 52, 13]","[0, 52, 13]","[0, 1500, 18]","[0, 1500, 19]","[0, 1466, 19]",311
"[1, 64, 0]","[0, 60, 7]","[1, 52, 8]","[1, 1500, 11]","[1, 499, 11]","[0, 52, 13]","[0, 52, 13]","[0, 1500, 18]","[0, 1500, 18]","[0, 1466, 18]",311
"[1, 64, 0]","[0, 60, 7]","[1, 52, 7]","[1, 1500, 9]","[1, 499, 9]","[0, 52, 10]","[0, 52, 10]","[0, 1500, 16]","[0, 1500, 16]","[0, 1466, 16]",311
"[1, 64, 0]","[0, 60, 7]","[1, 52, 8]","[1, 1500, 13]","[1, 499, 13]","[0, 52, 14]","[0, 1500, 26]","[0, 1500, 26]","[0, 1465, 26]","[1, 52, 28]",311
"[1, 64, 0]","[0, 60, 16]","[1, 52, 17]","[1, 1500, 18]","[1, 499, 18]","[0, 52, 19]","[0, 52, 19]","[0, 1500, 23]","[0, 1500, 23]","[0, 1467, 23]",311
"[1, 64, 0]","[0, 60, 5]","[1, 52, 6]","[1, 1500, 9]","[1, 499, 9]","[0, 52, 11]","[0, 1500, 17]","[0, 1500, 17]","[0, 1466, 17]","[1, 52, 18]",311
"[1, 64, 0]","[0, 60, 11]","[1, 52, 11]","[1, 1500, 13]","[1, 499, 13]","[0, 52, 14]","[0, 52, 14]","[0, 1500, 24]","[0, 1500, 25]","[0, 1467, 25]",311
"[1, 64, 0]","[0, 60, 7]","[1, 52, 8]","[1, 1500, 10]","[1, 499, 10]","[0, 52, 12]","[0, 52, 13]","[0, 1500, 20]","[0, 1500, 20]","[0, 1467, 20]",311
"[1, 64, 0]","[0, 60, 6]","[1, 52, 7]","[1, 1500, 8]","[1, 499, 8]","[0, 52, 9]","[0, 52, 9]","[0, 1500, 15]","[0, 1500, 15]","[0, 1466, 15]",311
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 1500, 6]","[1, 499, 6]","[0, 52, 7]","[0, 1500, 12]","[0, 1500, 12]","[0, 1466, 12]","[1, 52, 13]",311
"[1, 64, 0]","[0, 60, 7]","[1, 52, 8]","[1, 1500, 9]","[1, 499, 9]","[0, 52, 10]","[0, 1500, 14]","[0, 1500, 15]","[0, 1466, 15]","[1, 52, 15]",311
"[1, 64, 0]","[0, 60, 7]","[1, 52, 7]","[1, 1500, 9]","[1, 499, 9]","[0, 52, 10]","[0, 52, 11]","[0, 1500, 19]","[0, 1500, 19]","[0, 1466, 19]",311
"[1, 64, 0]","[0, 60, 9]","[1, 52, 9]","[1, 1500, 10]","[1, 499, 10]","[0, 52, 12]","[0, 52, 12]","[0, 1500, 18]","[0, 1500, 18]","[0, 1467, 18]",311
"[1, 64, 0]","[0, 60, 6]","[1, 52, 7]","[1, 1500, 9]","[1, 499, 9]","[0, 52, 11]","[0, 52, 11]","[0, 1500, 16]","[0, 1500, 17]","[0, 1466, 17]",311
"[1, 64, 0]","[0, 60, 7]","[1, 52, 8]","[1, 1500, 11]","[1, 499, 11]","[0, 52, 13]","[0, 52, 13]","[0, 1500, 19]","[0, 1500, 19]","[0, 1465, 19]",311
"[1, 64, 0]","[0, 60, 10]","[1, 52, 11]","[1, 1500, 12]","[1, 499, 12]","[0, 52, 14]","[0, 52, 14]","[0, 1500, 19]","[0, 1500, 19]","[0, 1466, 19]",311
"[1, 64, 0]","[0, 60, 6]","[1, 52, 7]","[1, 1500, 8]","[1, 499, 8]","[0, 52, 10]","[0, 52, 10]","[0, 1500, 16]","[0, 1500, 16]","[0, 1466, 16]",311
"[1, 64, 0]","[0, 60, 9]","[1, 52, 10]","[1, 1500, 12]","[1, 499, 12]","[0, 52, 15]","[0, 52, 15]","[0, 1500, 20]","[0, 1500, 20]","[0, 1465, 20]",311
"[1, 64, 0]","[0, 60, 16]","[1, 52, 18]","[1, 1500, 27]","[1, 499, 27]","[0, 52, 33]","[0, 52, 33]","[0, 1500, 39]","[0, 1500, 39]","[0, 1466, 39]",311
"[1, 64, 0]","[0, 60, 8]","[1, 52, 8]","[1, 1500, 10]","[1, 499, 10]","[0, 52, 11]","[0, 1500, 16]","[0, 1500, 17]","[0, 1465, 17]","[1, 52, 17]",311
"[1, 64, 0]","[0, 60, 9]","[1, 52, 9]","[1, 1500, 12]","[1, 499, 12]","[0, 52, 13]","[0, 1500, 17]","[0, 1500, 17]","[0, 1467, 17]","[1, 52, 17]",311
"[1, 64, 0]","[0, 60, 5]","[1, 52, 6]","[1, 1500, 8]","[1, 499, 8]","[0, 52, 10]","[0, 1500, 16]","[0, 1500, 17]","[0, 1466, 17]","[1, 52, 17]",311
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 1500, 6]","[1, 499, 6]","[0, 52, 7]","[0, 52, 8]","[0, 1500, 12]","[0, 1500, 12]","[0, 1465, 13]",311
"[1, 64, 0]","[0, 60, 5]","[1, 52, 6]","[1, 1500, 9]","[1, 499, 9]","[0, 52, 11]","[0, 52, 11]","[0, 1500, 16]","[0, 1500, 16]","[0, 1466, 17]",311
"[1, 64, 0]","[0, 60, 7]","[1, 52, 7]","[1, 1500, 12]","[1, 499, 12]","[0, 52, 13]","[0, 52, 13]","[0, 1500, 19]","[0, 1500, 20]","[0, 1466, 20]",311
"[1, 64, 0]","[0, 60, 8]","[1, 52, 8]","[1, 1500, 10]","[1, 499, 10]","[0, 52, 11]","[0, 52, 11]","[0, 1500, 18]","[0, 1500, 18]","[0, 1465, 18]",311
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 1500, 18]","[1, 499, 18]","[0, 52, 19]","[0, 1500, 24]","[0, 1500, 24]","[0, 1465, 24]","[1, 52, 25]",311
"[1, 64, 0]","[0, 60, 8]","[1, 52, 12]","[1, 1500, 18]","[1, 499, 18]","[0, 52, 20]","[0, 52, 21]","[0, 1500, 26]","[0, 1500, 26]","[0, 1466, 26]",311
"[1, 64, 0]","[0, 60, 10]","[1, 52, 11]","[1, 1500, 14]","[1, 499, 14]","[0, 52, 16]","[0, 52, 16]","[0, 1500, 20]","[0, 1500, 20]","[0, 1465, 20]",311
"[1, 64, 0]","[0, 60, 5]","[1, 52, 6]","[1, 1500, 7]","[1, 499, 7]","[0, 52, 8]","[0, 52, 8]","[0, 1500, 22]","[0, 1500, 23]","[1, 52, 23]",311
"[1, 64, 0]","[0, 60, 7]","[1, 52, 8]","[1, 1500, 11]","[1, 499, 11]","[0, 52, 12]","[0, 1500, 18]","[0, 1500, 18]","[0, 1465, 18]","[1, 52, 19]",311
"[1, 64, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1500, 19]","[1, 499, 19]","[0, 52, 20]","[0, 1500, 26]","[0, 1500, 26]","[0, 1465, 26]","[1, 52, 26]",311
"[1, 64, 0]","[0, 60, 6]","[1, 52, 7]","[1, 1500, 8]","[1, 499, 8]","[0, 52, 9]","[0, 52, 9]","[0, 1500, 14]","[0, 1500, 15]","[0, 1466, 15]",311
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 1500, 7]","[1, 499, 7]","[0, 52, 8]","[0, 52, 8]","[0, 1500, 14]","[0, 1500, 14]","[0, 1467, 14]",311
"[1, 64, 0]","[0, 60, 8]","[1, 52, 9]","[1, 1500, 11]","[1, 499, 11]","[0, 52, 12]","[0, 52, 12]","[0, 1500, 19]","[0, 1500, 19]","[0, 1465, 19]",311
"[1, 64, 0]","[0, 60, 33]","[1, 52, 34]","[1, 1500, 37]","[1, 499, 37]","[0, 52, 40]","[0, 52, 40]","[0, 1500, 45]","[0, 1500, 46]","[0, 1467, 46]",311
"[1, 64, 0]","[0, 60, 7]","[1, 52, 8]","[1, 1500, 9]","[1, 499, 9]","[0, 52, 10]","[0, 52, 11]","[0, 1500, 16]","[0, 1500, 16]","[0, 1467, 16]",311
"[1, 64, 0]","[0, 60, 5]","[1, 52, 6]","[1, 1500, 10]","[1, 499, 10]","[0, 52, 12]","[0, 52, 12]","[0, 1500, 17]","[0, 1500, 17]","[0, 1466, 17]",311
"[1, 64, 0]","[0, 60, 5]","[1, 52, 6]","[1, 1500, 8]","[1, 499, 8]","[0, 52, 9]","[0, 52, 10]","[0, 1500, 22]","[0, 1500, 22]","[0, 1465, 22]",311
"[1, 64, 0]","[0, 60, 9]","[1, 52, 10]","[1, 1500, 11]","[1, 499, 11]","[0, 52, 12]","[0, 52, 13]","[0, 1500, 18]","[0, 1500, 18]","[0, 1466, 18]",311
"[1, 64, 0]","[0, 60, 7]","[1, 52, 8]","[1, 1500, 9]","[1, 499, 9]","[0, 52, 11]","[0, 52, 11]","[0, 1500, 15]","[0, 1500, 15]","[0, 1465, 15]",311
"[1, 64, 0]","[0, 60, 7]","[1, 52, 7]","[1, 1500, 9]","[1, 499, 9]","[0, 52, 10]","[0, 1500, 16]","[0, 1500, 16]","[0, 1467, 16]","[1, 52, 16]",311
"[1, 64, 0]","[0, 60, 11]","[1, 52, 11]","[1, 1500, 13]","[1, 499, 13]","[0, 52, 14]","[0, 1500, 20]","[0, 1500, 20]","[0, 1465, 20]","[1, 52, 21]",311
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1500, 6]","[1, 499, 6]","[0, 52, 7]","[0, 52, 7]","[0, 1500, 13]","[0, 1500, 13]","[0, 1466, 13]",311
"[1, 64, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1500, 8]","[1, 499, 8]","[0, 52, 10]","[0, 1500, 17]","[0, 1500, 17]","[0, 1467, 17]","[1, 52, 18]",311
"[1, 64, 0]","[0, 60, 6]","[1, 52, 7]","[1, 1500, 9]","[1, 499, 9]","[0, 52, 10]","[0, 52, 10]","[0, 1500, 15]","[0, 1500, 15]","[0, 1466, 15]",311
"[1, 64, 0]","[0, 60, 7]","[1, 52, 7]","[1, 1500, 9]","[1, 499, 9]","[0, 52, 10]","[0, 1500, 15]","[0, 1500, 15]","[0, 1466, 15]","[1, 52, 15]",311
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1500, 6]","[1, 499, 6]","[0, 52, 7]","[0, 1500, 12]","[0, 1500, 13]","[0, 1467, 13]","[1, 52, 13]",311
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 1500, 7]","[1, 499, 7]","[0, 52, 8]","[0, 1500, 13]","[0, 1500, 13]","[0, 1466, 13]","[1, 52, 14]",311
"[1, 64, 0]","[0, 60, 5]","[1, 52, 6]","[1, 1500, 8]","[1, 499, 8]","[0, 52, 9]","[0, 1500, 17]","[0, 1500, 17]","[0, 1466, 17]","[1, 52, 17]",311
"[1, 64, 0]","[0, 60, 7]","[1, 52, 7]","[1, 1500, 9]","[1, 499, 9]","[0, 52, 10]","[0, 1500, 15]","[0, 1500, 15]","[0, 1466, 15]","[1, 52, 16]",311
"[1, 64, 0]","[0, 60, 14]","[1, 52, 15]","[1, 1500, 16]","[1, 499, 16]","[0, 52, 17]","[0, 52, 17]","[0, 1500, 24]","[0, 1500, 24]","[0, 1466, 24]",311
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 1500, 6]","[1, 499, 6]","[0, 52, 7]","[0, 1500, 13]","[0, 1500, 14]","[0, 1466, 14]","[1, 52, 14]",311
"[1, 64, 0]","[0, 60, 7]","[1, 52, 8]","[1, 1500, 9]","[1, 499, 9]","[0, 52, 10]","[0, 1500, 15]","[0, 1500, 15]","[0, 1467, 15]","[1, 52, 16]",311
"[1, 64, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1500, 18]","[1, 499, 18]","[0, 52, 19]","[0, 1500, 24]","[0, 1500, 24]","[0, 1467, 24]","[1, 52, 24]",311
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1500, 7]","[1, 499, 7]","[0, 52, 8]","[0, 1500, 17]","[0, 1500, 17]","[0, 1465, 17]","[1, 52, 17]",311
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1500, 13]","[1, 514, 13]","[0, 52, 15]","[0, 52, 15]","[0, 1500, 21]","[0, 1500, 21]","[0, 679, 21]",312
"[1, 64, 0]","[0, 60, 6]","[1, 52, 7]","[1, 1500, 7]","[1, 514, 7]","[0, 52, 14]","[0, 52, 14]","[0, 1500, 21]","[0, 1500, 21]","[0, 679, 21]",312
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 1500, 6]","[1, 514, 6]","[0, 52, 7]","[0, 1500, 12]","[0, 1500, 12]","[0, 678, 12]","[1, 52, 12]",312
"[1, 64, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1500, 7]","[1, 514, 7]","[0, 52, 7]","[0, 1500, 12]","[0, 1500, 12]","[0, 678, 12]","[1, 52, 12]",312
"[1, 64, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1500, 7]","[1, 514, 7]","[0, 52, 8]","[0, 52, 8]","[0, 1500, 16]","[0, 1500, 16]","[0, 678, 16]",312
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 1500, 6]","[1, 514, 6]","[0, 52, 7]","[0, 52, 7]","[0, 1500, 12]","[0, 1500, 12]","[0, 679, 12]",312
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1500, 6]","[1, 514, 6]","[0, 52, 7]","[0, 52, 7]","[0, 1500, 12]","[0, 1500, 12]","[0, 678, 12]",312
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 1500, 5]","[1, 514, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 10]","[0, 1500, 11]","[0, 680, 11]",312
"[1, 64, 0]","[0, 60, 5]","[1, 52, 6]","[1, 1500, 7]","[1, 514, 7]","[0, 52, 7]","[0, 52, 7]","[0, 1500, 13]","[0, 1500, 13]","[0, 680, 13]",312
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 1500, 5]","[1, 514, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 13]","[1, 52, 13]","[0, 1500, 13]",312
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1500, 8]","[1, 514, 8]","[0, 52, 8]","[0, 52, 8]","[0, 1500, 14]","[0, 1500, 14]","[0, 680, 14]",312
"[1, 64, 0]","[0, 60, 7]","[1, 52, 8]","[1, 1500, 12]","[1, 514, 12]","[0, 52, 13]","[0, 52, 13]","[0, 1500, 29]","[0, 1500, 29]","[0, 679, 29]",312
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1500, 5]","[1, 514, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 10]","[0, 1500, 10]","[0, 679, 10]",312
"[1, 64, 0]","[0, 60, 4]","[1, 52, 7]","[1, 1500, 7]","[1, 514, 7]","[0, 52, 12]","[0, 1500, 18]","[0, 1500, 18]","[1, 52, 18]","[1, 52, 18]",312
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 1500, 8]","[1, 514, 8]","[0, 52, 9]","[0, 52, 9]","[0, 1500, 14]","[0, 1500, 14]","[0, 679, 14]",312
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1500, 7]","[1, 514, 7]","[0, 52, 8]","[0, 52, 9]","[0, 1500, 15]","[0, 1500, 15]","[0, 680, 15]",312
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1500, 5]","[1, 514, 5]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 11]","[0, 1500, 11]","[0, 679, 11]",312
"[1, 64, 0]","[0, 60, 5]","[1, 52, 6]","[1, 1500, 6]","[1, 514, 6]","[0, 52, 7]","[0, 52, 7]","[0, 1500, 12]","[0, 1500, 12]","[0, 680, 12]",312
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1500, 5]","[1, 514, 5]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 11]","[0, 1500, 12]","[0, 679, 12]",312
"[1, 64, 0]","[0, 60, 6]","[1, 52, 7]","[1, 1500, 7]","[1, 514, 7]","[0, 52, 8]","[0, 52, 8]","[0, 1500, 19]","[0, 1500, 19]","[1, 52, 19]",312
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1500, 6]","[1, 514, 6]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 12]","[0, 1500, 12]","[0, 680, 12]",312
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1500, 5]","[1, 514, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 10]","[0, 1500, 10]","[0, 680, 10]",312
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1500, 6]","[1, 514, 6]","[0, 52, 12]","[0, 52, 12]","[0, 1500, 18]","[0, 1500, 18]","[0, 679, 18]",312
"[1, 64, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1500, 7]","[1, 514, 7]","[0, 52, 9]","[0, 52, 9]","[0, 1500, 14]","[0, 1500, 14]","[0, 680, 14]",312
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1500, 6]","[1, 514, 6]","[0, 52, 7]","[0, 52, 7]","[0, 1500, 12]","[0, 1500, 13]","[1, 52, 13]",312
