0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,mean_size,mean_relative_time,duration,label,,,Statistics per label,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 30]","[0, 40, 31]","[0, 1500, 36]","[0, 1014, 36]","[1, 40, 37]","[1, 104, 56]","[0, 40, 57]","[0, 552, 59]","[1, 40, 70]","[1, 132, 226]","[0, 40, 227]","[0, 71, 228]","[1, 71, 229]","[0, 40, 230]","[1, 518, 230]","[0, 40, 231]","[0, 246, 242]",262.25,113.2,242,220,,,,,,,,
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 617, 7]","[0, 40, 8]","[0, 1500, 16]","[0, 1014, 16]","[1, 40, 17]","[1, 104, 22]","[0, 40, 23]","[0, 552, 25]","[1, 40, 36]","[1, 132, 195]","[0, 40, 195]","[0, 71, 197]","[1, 71, 205]","[0, 40, 206]","[1, 518, 207]","[0, 40, 208]","[0, 246, 216]",262.25,90.3,216,220,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 649, 8]","[0, 40, 9]","[0, 1500, 14]","[0, 1014, 14]","[1, 40, 15]","[1, 104, 22]","[0, 40, 23]","[0, 552, 24]","[1, 40, 35]","[1, 132, 169]","[0, 40, 170]","[1, 71, 171]","[0, 71, 172]","[0, 40, 172]","[1, 518, 173]","[0, 40, 174]","[0, 292, 183]",266.15,77.9,183,220,,,,,,,,
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 617, 8]","[0, 40, 9]","[0, 1500, 14]","[0, 1014, 14]","[1, 40, 14]","[1, 104, 20]","[0, 40, 21]","[0, 552, 22]","[1, 40, 34]","[1, 132, 132]","[0, 40, 133]","[0, 71, 134]","[1, 40, 145]","[1, 71, 151]","[0, 40, 152]","[1, 518, 154]","[0, 40, 155]",251.95,65.95,155,220,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 558, 7]","[0, 40, 8]","[0, 1500, 15]","[0, 1013, 15]","[1, 40, 16]","[1, 104, 79]","[0, 40, 80]","[0, 552, 82]","[1, 40, 91]","[1, 132, 187]","[0, 40, 188]","[0, 71, 190]","[1, 71, 197]","[0, 40, 198]","[1, 518, 202]","[0, 40, 203]","[0, 246, 213]",259.25,99.05,213,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 558, 19]","[0, 40, 21]","[0, 1500, 26]","[0, 1014, 26]","[1, 40, 27]","[1, 104, 38]","[0, 40, 39]","[0, 552, 42]","[1, 40, 53]","[1, 132, 279]","[0, 40, 280]","[0, 71, 281]","[1, 71, 289]","[0, 40, 290]","[1, 518, 292]","[0, 40, 293]","[0, 292, 303]",261.6,130.35,303,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 617, 6]","[0, 40, 7]","[0, 1500, 12]","[0, 1015, 12]","[1, 40, 12]","[1, 104, 17]","[0, 40, 18]","[0, 552, 20]","[1, 40, 31]","[1, 132, 207]","[0, 40, 207]","[1, 71, 208]","[0, 40, 209]","[0, 71, 209]","[1, 518, 212]","[0, 40, 215]","[0, 292, 225]",264.6,91.75,225,220,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 617, 10]","[0, 40, 11]","[0, 1500, 16]","[0, 1013, 16]","[1, 40, 17]","[1, 104, 22]","[0, 40, 23]","[0, 552, 25]","[1, 40, 36]","[1, 132, 128]","[0, 40, 129]","[0, 71, 130]","[1, 71, 132]","[0, 40, 133]","[1, 518, 133]","[0, 40, 134]","[0, 246, 144]",262.2,62.45,144,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 558, 13]","[0, 40, 13]","[0, 1500, 20]","[0, 1014, 20]","[1, 40, 21]","[1, 104, 29]","[0, 40, 30]","[0, 552, 32]","[1, 40, 43]","[1, 132, 177]","[1, 71, 177]","[0, 40, 178]","[1, 518, 178]","[0, 40, 178]","[0, 40, 178]","[0, 71, 179]","[0, 246, 189]",259.3,83.2,189,220,,,,,,,,
"[1, 52, 0]","[0, 48, 8]","[1, 40, 9]","[1, 558, 14]","[0, 40, 15]","[0, 1500, 20]","[0, 1015, 20]","[1, 40, 21]","[1, 104, 33]","[0, 40, 34]","[0, 552, 36]","[1, 40, 46]","[1, 132, 1304]","[0, 40, 1305]","[0, 71, 1307]","[1, 71, 1316]","[0, 40, 1317]","[1, 518, 1317]","[0, 40, 1318]","[0, 1500, 1329]",322.05,538.45,1329,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 8]","[0, 40, 9]","[0, 1500, 18]","[0, 1014, 18]","[1, 40, 19]","[1, 104, 27]","[0, 40, 28]","[0, 552, 30]","[1, 40, 40]","[1, 132, 212]","[0, 40, 213]","[0, 71, 215]","[1, 40, 227]","[1, 71, 235]","[0, 40, 236]","[1, 518, 242]","[0, 40, 243]",250.35,101.45,243,220,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 649, 9]","[0, 40, 10]","[0, 1500, 15]","[0, 1013, 15]","[1, 40, 15]","[1, 104, 22]","[0, 40, 23]","[0, 552, 25]","[1, 40, 35]","[1, 132, 91]","[0, 40, 92]","[1, 71, 93]","[0, 71, 93]","[0, 40, 93]","[1, 518, 94]","[0, 40, 95]","[0, 292, 106]",266.1,46.8,106,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 558, 9]","[0, 40, 11]","[0, 1500, 15]","[0, 1014, 16]","[1, 40, 17]","[1, 104, 36]","[0, 40, 37]","[0, 552, 39]","[1, 40, 50]","[1, 132, 249]","[1, 71, 249]","[1, 518, 249]","[0, 40, 249]","[0, 40, 250]","[0, 40, 250]","[0, 71, 251]","[1, 40, 261]",249,112.4,261,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 558, 12]","[0, 40, 13]","[0, 1500, 18]","[0, 1014, 18]","[1, 40, 19]","[1, 104, 26]","[0, 40, 27]","[0, 552, 29]","[1, 40, 40]","[1, 132, 176]","[0, 40, 176]","[1, 71, 178]","[0, 71, 178]","[1, 518, 178]","[0, 40, 179]","[0, 40, 179]","[1, 40, 190]",249,82.2,190,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 8]","[0, 40, 9]","[0, 1500, 14]","[0, 1014, 14]","[1, 40, 15]","[1, 104, 21]","[0, 40, 22]","[0, 552, 24]","[1, 40, 36]","[1, 132, 152]","[0, 40, 153]","[0, 71, 154]","[1, 71, 154]","[0, 40, 155]","[1, 518, 156]","[0, 40, 157]","[0, 246, 168]",260.65,71.05,168,220,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 585, 10]","[0, 40, 11]","[0, 1500, 16]","[0, 1015, 16]","[1, 40, 17]","[1, 104, 32]","[0, 40, 33]","[0, 552, 35]","[1, 40, 46]","[1, 132, 143]","[0, 40, 144]","[0, 71, 147]","[1, 40, 158]","[1, 71, 188]","[0, 40, 189]","[1, 518, 190]","[0, 40, 190]",250.4,78.8,190,220,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 558, 13]","[0, 40, 14]","[0, 1500, 19]","[0, 1015, 19]","[1, 40, 20]","[1, 104, 86]","[0, 40, 87]","[0, 552, 88]","[1, 40, 100]","[1, 132, 107]","[0, 40, 108]","[1, 71, 108]","[1, 518, 109]","[0, 40, 109]","[0, 40, 109]","[0, 71, 109]","[0, 246, 120]",259.35,66.8,120,220,,,,,,,,
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 649, 11]","[0, 40, 12]","[0, 1500, 16]","[0, 1015, 16]","[1, 40, 16]","[1, 104, 28]","[0, 40, 28]","[0, 552, 30]","[1, 40, 42]","[1, 132, 375]","[0, 40, 376]","[1, 71, 378]","[0, 71, 378]","[0, 40, 379]","[1, 518, 380]","[0, 40, 382]","[0, 292, 392]",266.2,162.3,392,220,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 617, 12]","[0, 40, 13]","[0, 1500, 17]","[0, 1014, 17]","[1, 40, 17]","[1, 104, 29]","[0, 40, 30]","[0, 552, 32]","[1, 40, 43]","[1, 132, 364]","[0, 40, 365]","[0, 71, 367]","[1, 71, 369]","[0, 40, 370]","[1, 518, 375]","[0, 40, 376]","[0, 292, 388]",264.55,159.75,388,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 8]","[0, 40, 8]","[0, 1500, 13]","[0, 1013, 14]","[1, 40, 14]","[1, 104, 19]","[0, 40, 20]","[0, 552, 22]","[1, 40, 33]","[1, 132, 257]","[0, 40, 258]","[1, 71, 258]","[0, 71, 259]","[0, 40, 259]","[1, 518, 259]","[0, 40, 260]","[1, 40, 269]",253.5,111.95,269,220,,,,,,,,
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 649, 12]","[0, 40, 13]","[0, 1500, 17]","[0, 1014, 17]","[1, 40, 18]","[1, 104, 29]","[0, 40, 30]","[0, 552, 31]","[1, 40, 42]","[1, 132, 298]","[1, 71, 299]","[0, 40, 299]","[0, 40, 299]","[0, 71, 300]","[1, 518, 304]","[0, 40, 306]","[0, 292, 316]",266.15,131.85,316,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 558, 14]","[0, 40, 15]","[0, 1500, 19]","[0, 1014, 19]","[1, 40, 20]","[1, 104, 28]","[0, 40, 28]","[0, 552, 30]","[1, 40, 40]","[1, 132, 306]","[0, 40, 306]","[0, 71, 308]","[1, 71, 311]","[0, 40, 311]","[1, 518, 320]","[0, 40, 321]","[0, 292, 332]",261.6,136.85,332,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 10]","[0, 40, 11]","[0, 1500, 15]","[0, 1015, 15]","[1, 40, 16]","[1, 104, 28]","[0, 40, 29]","[0, 552, 31]","[1, 40, 41]","[1, 132, 108]","[0, 40, 108]","[1, 71, 109]","[0, 40, 110]","[0, 71, 110]","[1, 518, 117]","[0, 40, 118]","[0, 246, 130]",260.7,55.75,130,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 7]","[0, 40, 8]","[0, 1500, 12]","[0, 1014, 13]","[1, 40, 13]","[1, 104, 22]","[0, 40, 23]","[0, 552, 25]","[1, 40, 37]","[1, 132, 126]","[0, 40, 127]","[0, 71, 129]","[1, 71, 130]","[0, 40, 131]","[1, 518, 131]","[0, 40, 132]","[0, 292, 145]",262.95,61,145,220,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 585, 50]","[0, 40, 51]","[0, 1500, 57]","[0, 1014, 57]","[1, 40, 58]","[1, 104, 65]","[0, 40, 66]","[0, 552, 68]","[1, 40, 79]","[1, 132, 259]","[0, 40, 260]","[1, 71, 261]","[0, 71, 262]","[0, 40, 262]","[1, 518, 269]","[0, 40, 270]","[0, 292, 279]",262.95,134.15,279,220,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 585, 10]","[0, 40, 11]","[0, 1500, 16]","[0, 1014, 16]","[1, 40, 16]","[1, 104, 33]","[0, 40, 34]","[0, 552, 35]","[1, 40, 47]","[1, 132, 123]","[0, 40, 125]","[1, 71, 126]","[0, 71, 126]","[1, 518, 126]","[0, 40, 127]","[0, 40, 127]","[1, 40, 137]",250.35,62.3,137,220,,,,,,,,
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 558, 7]","[0, 40, 7]","[0, 1500, 14]","[0, 1014, 14]","[1, 40, 15]","[1, 104, 23]","[0, 40, 24]","[0, 552, 26]","[1, 40, 37]","[1, 132, 172]","[0, 40, 172]","[1, 71, 173]","[1, 518, 173]","[0, 40, 173]","[0, 40, 173]","[0, 71, 174]","[1, 40, 186]",249,78.5,186,220,,,,,,,,
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 649, 7]","[0, 40, 8]","[0, 1500, 13]","[0, 1014, 13]","[1, 40, 14]","[1, 104, 21]","[0, 40, 22]","[0, 552, 24]","[1, 40, 35]","[1, 132, 129]","[0, 40, 130]","[1, 71, 130]","[1, 518, 131]","[0, 40, 131]","[0, 71, 131]","[0, 40, 132]","[0, 292, 141]",266.15,60.95,141,220,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 558, 7]","[0, 40, 8]","[0, 1500, 14]","[0, 1014, 14]","[1, 40, 15]","[1, 104, 23]","[0, 40, 24]","[0, 552, 25]","[1, 40, 36]","[1, 132, 124]","[0, 40, 125]","[0, 71, 127]","[1, 71, 131]","[0, 40, 132]","[1, 518, 134]","[0, 40, 134]","[0, 246, 148]",259.3,61.6,148,220,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 617, 9]","[0, 40, 10]","[0, 1500, 15]","[0, 1014, 16]","[1, 40, 17]","[1, 104, 23]","[0, 40, 24]","[0, 552, 26]","[1, 40, 38]","[1, 132, 217]","[0, 40, 218]","[0, 71, 220]","[1, 71, 227]","[0, 40, 228]","[1, 518, 228]","[0, 40, 229]","[0, 292, 239]",264.55,99.75,239,220,,,,,,,,
"[1, 52, 0]","[0, 48, 89]","[1, 40, 90]","[1, 649, 92]","[0, 40, 98]","[0, 1500, 103]","[0, 1014, 103]","[1, 40, 104]","[1, 104, 108]","[0, 40, 110]","[0, 552, 111]","[1, 40, 152]","[1, 132, 300]","[0, 40, 301]","[1, 71, 301]","[1, 518, 301]","[0, 40, 302]","[0, 40, 302]","[0, 71, 303]","[0, 246, 312]",263.85,179.1,312,220,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 558, 20]","[0, 40, 22]","[0, 1500, 28]","[0, 1013, 28]","[1, 40, 29]","[1, 104, 57]","[0, 40, 58]","[0, 552, 60]","[1, 40, 72]","[1, 132, 308]","[0, 40, 309]","[0, 71, 310]","[1, 71, 318]","[0, 40, 319]","[1, 518, 320]","[0, 40, 321]","[0, 246, 333]",259.25,146.15,333,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 10]","[1, 558, 13]","[0, 40, 14]","[0, 1500, 18]","[0, 1014, 18]","[1, 40, 18]","[1, 104, 25]","[0, 40, 26]","[0, 552, 28]","[1, 40, 39]","[1, 132, 258]","[0, 40, 258]","[1, 71, 259]","[1, 518, 259]","[0, 40, 259]","[0, 40, 260]","[0, 71, 260]","[1, 40, 271]",249,114.85,271,220,,,,,,,,
"[1, 52, 0]","[0, 48, 6]","[1, 40, 8]","[1, 585, 16]","[0, 40, 17]","[0, 1500, 23]","[0, 1013, 23]","[1, 40, 25]","[1, 104, 39]","[0, 40, 40]","[0, 552, 41]","[1, 40, 52]","[1, 132, 205]","[0, 40, 207]","[0, 71, 210]","[1, 71, 211]","[0, 40, 213]","[1, 518, 216]","[0, 40, 217]","[0, 246, 228]",260.6,99.85,228,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 13]","[0, 40, 16]","[0, 1500, 20]","[0, 1014, 21]","[1, 40, 22]","[1, 104, 44]","[0, 40, 46]","[0, 552, 48]","[1, 40, 59]","[1, 132, 242]","[0, 40, 243]","[1, 71, 244]","[0, 40, 245]","[0, 71, 245]","[1, 518, 245]","[0, 40, 246]","[0, 292, 256]",266.15,113.2,256,220,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 649, 11]","[0, 40, 12]","[0, 1500, 16]","[0, 1014, 17]","[1, 40, 17]","[1, 104, 30]","[0, 40, 31]","[0, 552, 33]","[1, 40, 44]","[1, 132, 257]","[0, 40, 258]","[1, 71, 259]","[0, 71, 259]","[0, 40, 259]","[1, 518, 265]","[0, 40, 266]","[0, 292, 279]",266.15,116.2,279,220,,,,,,,,
"[1, 52, 0]","[0, 48, 6]","[1, 40, 6]","[1, 558, 8]","[0, 40, 9]","[0, 1500, 15]","[0, 1015, 15]","[1, 40, 16]","[1, 104, 21]","[0, 40, 22]","[0, 552, 24]","[1, 40, 36]","[1, 132, 196]","[1, 71, 196]","[0, 40, 196]","[1, 518, 196]","[0, 40, 197]","[0, 40, 197]","[0, 71, 198]","[0, 1500, 208]",322.05,88.1,208,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 7]","[0, 40, 8]","[0, 1500, 14]","[0, 1014, 14]","[1, 40, 15]","[1, 104, 31]","[0, 40, 32]","[0, 552, 38]","[1, 40, 48]","[1, 132, 174]","[0, 40, 175]","[0, 71, 176]","[1, 71, 179]","[1, 518, 180]","[0, 40, 180]","[0, 40, 180]","[0, 293, 202]",266.2,83.1,202,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 6]","[0, 40, 7]","[0, 1500, 12]","[0, 1014, 12]","[1, 40, 13]","[1, 104, 23]","[0, 40, 24]","[0, 552, 26]","[1, 40, 38]","[1, 132, 431]","[0, 40, 432]","[1, 71, 433]","[0, 71, 434]","[0, 40, 434]","[1, 518, 435]","[0, 40, 436]","[0, 292, 445]",266.15,182.5,445,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 649, 9]","[0, 40, 10]","[0, 1500, 15]","[0, 1015, 15]","[1, 40, 15]","[1, 104, 24]","[0, 40, 25]","[0, 552, 27]","[1, 40, 37]","[1, 132, 174]","[0, 40, 175]","[0, 71, 177]","[1, 71, 179]","[1, 518, 180]","[0, 40, 180]","[0, 40, 181]","[0, 292, 191]",266.2,81.2,191,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 11]","[0, 40, 12]","[0, 1500, 16]","[0, 1015, 16]","[1, 40, 17]","[1, 104, 24]","[0, 40, 25]","[0, 552, 27]","[1, 40, 38]","[1, 132, 201]","[0, 40, 202]","[1, 71, 203]","[1, 518, 203]","[0, 40, 204]","[0, 71, 204]","[0, 40, 205]","[1, 40, 216]",253.6,91.65,216,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 558, 69]","[0, 40, 70]","[0, 1500, 75]","[0, 1015, 75]","[1, 40, 75]","[1, 104, 110]","[0, 40, 112]","[0, 552, 113]","[1, 40, 124]","[1, 132, 422]","[0, 40, 423]","[0, 71, 425]","[1, 71, 432]","[0, 40, 433]","[1, 518, 437]","[0, 40, 438]","[0, 246, 448]",259.35,214.5,448,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 6]","[0, 40, 7]","[0, 1500, 12]","[0, 1013, 12]","[1, 40, 13]","[1, 104, 102]","[0, 40, 103]","[0, 552, 105]","[1, 40, 115]","[1, 132, 254]","[0, 40, 254]","[1, 71, 256]","[0, 71, 256]","[0, 40, 256]","[1, 518, 257]","[0, 40, 257]","[1, 40, 266]",253.5,127,266,220,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 558, 9]","[0, 40, 10]","[0, 1500, 15]","[0, 1014, 15]","[1, 40, 15]","[1, 104, 20]","[0, 40, 21]","[0, 552, 23]","[1, 40, 34]","[1, 132, 143]","[0, 40, 144]","[0, 71, 145]","[1, 71, 152]","[0, 40, 153]","[1, 518, 155]","[0, 40, 155]","[0, 293, 166]",261.65,69.3,166,220,,,,,,,,
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 585, 10]","[0, 40, 11]","[0, 1500, 14]","[0, 1014, 15]","[1, 40, 15]","[1, 104, 22]","[0, 40, 23]","[0, 552, 24]","[1, 40, 36]","[1, 132, 266]","[0, 40, 267]","[0, 71, 269]","[1, 40, 280]","[1, 71, 293]","[0, 40, 294]","[1, 518, 295]","[0, 40, 297]",250.35,121.9,297,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 8]","[0, 40, 9]","[0, 1500, 16]","[0, 1014, 16]","[1, 40, 17]","[1, 104, 26]","[0, 40, 27]","[0, 552, 29]","[1, 40, 40]","[1, 132, 267]","[0, 40, 269]","[0, 71, 270]","[1, 40, 282]","[1, 71, 291]","[0, 40, 292]","[1, 518, 298]","[0, 40, 299]",253.55,123.25,299,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 617, 9]","[0, 40, 10]","[0, 1500, 15]","[0, 1014, 15]","[1, 40, 17]","[1, 104, 59]","[0, 40, 60]","[0, 552, 62]","[1, 40, 74]","[1, 132, 289]","[0, 40, 290]","[0, 71, 292]","[1, 71, 295]","[0, 40, 295]","[1, 518, 297]","[0, 40, 298]","[0, 292, 308]",264.55,134.75,308,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 649, 15]","[0, 40, 15]","[0, 1500, 20]","[0, 1014, 20]","[1, 40, 21]","[1, 104, 32]","[0, 40, 34]","[0, 552, 35]","[1, 40, 47]","[1, 132, 278]","[1, 71, 278]","[0, 40, 279]","[1, 518, 279]","[0, 40, 279]","[0, 40, 280]","[0, 71, 280]","[1, 40, 290]",253.55,124.5,290,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 649, 7]","[0, 40, 8]","[0, 1500, 14]","[0, 1013, 14]","[1, 40, 15]","[1, 104, 80]","[0, 40, 81]","[0, 552, 83]","[1, 40, 94]","[1, 132, 189]","[0, 40, 190]","[1, 71, 190]","[1, 518, 191]","[0, 71, 191]","[0, 40, 191]","[0, 40, 192]","[1, 40, 202]",253.5,97,202,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 558, 16]","[0, 40, 17]","[0, 1500, 25]","[0, 1013, 25]","[1, 40, 26]","[1, 104, 32]","[0, 40, 33]","[0, 552, 35]","[1, 40, 45]","[1, 132, 297]","[0, 40, 298]","[0, 71, 300]","[1, 71, 301]","[0, 40, 302]","[1, 518, 306]","[0, 40, 308]","[0, 292, 318]",261.55,134.65,318,220,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 585, 29]","[0, 40, 30]","[0, 1500, 34]","[0, 1013, 34]","[1, 40, 35]","[1, 104, 54]","[0, 40, 55]","[0, 552, 57]","[1, 40, 67]","[1, 132, 128]","[0, 40, 128]","[1, 71, 129]","[0, 71, 130]","[0, 40, 130]","[1, 518, 136]","[0, 40, 137]","[0, 246, 152]",260.6,73.8,152,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 8]","[0, 40, 8]","[0, 1500, 14]","[0, 1015, 14]","[1, 40, 16]","[1, 104, 20]","[0, 40, 21]","[0, 552, 23]","[1, 40, 34]","[1, 132, 249]","[0, 40, 250]","[1, 71, 251]","[0, 71, 252]","[0, 40, 252]","[1, 518, 252]","[0, 40, 253]","[0, 246, 263]",260.7,109.45,263,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 617, 9]","[0, 40, 11]","[0, 1500, 15]","[0, 1014, 15]","[1, 40, 16]","[1, 104, 25]","[0, 40, 26]","[0, 552, 28]","[1, 40, 38]","[1, 132, 191]","[0, 40, 192]","[0, 71, 194]","[1, 40, 204]","[1, 71, 219]","[0, 40, 220]","[1, 518, 227]","[0, 40, 228]",251.95,93.3,228,220,,,,,,,,
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 649, 10]","[0, 40, 11]","[0, 1500, 16]","[0, 1013, 16]","[1, 40, 17]","[1, 104, 29]","[0, 40, 30]","[0, 552, 32]","[1, 40, 44]","[1, 132, 145]","[0, 40, 146]","[1, 71, 147]","[0, 71, 147]","[0, 40, 147]","[1, 518, 149]","[0, 40, 150]","[0, 292, 160]",266.1,70.15,160,220,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 585, 7]","[0, 40, 8]","[0, 1500, 11]","[0, 1015, 12]","[1, 40, 12]","[1, 104, 18]","[0, 40, 19]","[0, 552, 21]","[1, 40, 34]","[1, 132, 124]","[1, 71, 124]","[0, 40, 124]","[0, 40, 125]","[1, 518, 125]","[0, 40, 125]","[0, 71, 126]","[1, 40, 136]",250.4,58.05,136,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 21]","[0, 40, 22]","[0, 1500, 27]","[0, 1014, 27]","[1, 40, 28]","[1, 104, 35]","[0, 40, 37]","[0, 552, 38]","[1, 40, 49]","[1, 132, 75]","[0, 40, 76]","[0, 71, 78]","[1, 71, 80]","[1, 518, 81]","[0, 40, 81]","[0, 40, 82]","[0, 246, 92]",262.25,46.9,92,220,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 585, 40]","[0, 40, 42]","[0, 1500, 46]","[0, 1014, 46]","[1, 40, 46]","[1, 104, 148]","[0, 40, 150]","[0, 552, 152]","[1, 40, 162]","[1, 132, 180]","[0, 40, 180]","[0, 71, 182]","[1, 71, 183]","[0, 40, 184]","[1, 518, 184]","[0, 40, 185]","[0, 292, 199]",262.95,115.95,199,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 7]","[0, 40, 8]","[0, 1500, 13]","[0, 1014, 13]","[1, 40, 14]","[1, 104, 20]","[0, 40, 22]","[0, 552, 24]","[1, 40, 35]","[1, 132, 263]","[1, 71, 265]","[1, 518, 266]","[0, 40, 266]","[0, 40, 267]","[0, 40, 267]","[0, 71, 268]","[0, 246, 277]",262.25,115.2,277,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 6]","[0, 40, 7]","[0, 1500, 11]","[0, 1015, 11]","[1, 40, 12]","[1, 104, 17]","[0, 40, 18]","[0, 552, 20]","[1, 40, 32]","[1, 132, 302]","[0, 40, 303]","[0, 71, 305]","[1, 40, 317]","[1, 71, 321]","[0, 40, 322]","[1, 518, 323]","[0, 40, 324]",253.6,133,324,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 585, 12]","[0, 40, 14]","[0, 1500, 18]","[0, 1014, 18]","[1, 40, 19]","[1, 104, 26]","[0, 40, 27]","[0, 552, 28]","[1, 40, 39]","[1, 132, 174]","[0, 40, 175]","[0, 71, 177]","[1, 71, 179]","[0, 40, 180]","[1, 518, 180]","[0, 40, 181]","[0, 292, 192]",262.95,82.45,192,220,,,,,,,,
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 617, 7]","[0, 40, 8]","[0, 1500, 14]","[0, 1014, 14]","[1, 40, 15]","[1, 104, 52]","[0, 40, 53]","[0, 552, 55]","[1, 40, 66]","[1, 132, 175]","[0, 40, 176]","[1, 71, 176]","[1, 518, 176]","[0, 40, 176]","[0, 40, 176]","[0, 71, 177]","[0, 292, 186]",264.55,85.65,186,220,,,,,,,,
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 10]","[0, 40, 11]","[0, 1500, 15]","[0, 1014, 15]","[1, 40, 16]","[1, 104, 25]","[0, 40, 26]","[0, 552, 27]","[1, 40, 38]","[1, 132, 232]","[0, 40, 234]","[0, 71, 235]","[1, 71, 237]","[0, 40, 238]","[1, 518, 241]","[0, 40, 242]","[0, 1500, 254]",323.35,105.25,254,220,,,,,,,,
