0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,label
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 661, 6]","[0, 52, 7]","[0, 1500, 12]","[0, 1040, 12]","[1, 52, 13]","[1, 116, 43]","[1, 150, 43]","[1, 532, 43]","[0, 52, 44]","[0, 52, 44]","[0, 573, 46]","[1, 52, 47]","[1, 83, 47]","[0, 52, 48]","[0, 1500, 55]","[0, 1198, 55]","[0, 83, 55]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 661, 7]","[0, 52, 8]","[0, 1500, 14]","[0, 1039, 14]","[1, 52, 14]","[1, 116, 29]","[1, 150, 30]","[1, 532, 30]","[0, 52, 30]","[0, 52, 30]","[0, 52, 31]","[0, 564, 32]","[0, 83, 32]","[1, 52, 32]","[1, 83, 33]","[0, 52, 33]","[0, 1500, 39]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 6]","[1, 597, 10]","[0, 52, 11]","[0, 1500, 16]","[0, 1039, 16]","[1, 52, 17]","[1, 116, 25]","[0, 52, 26]","[0, 564, 27]","[1, 150, 28]","[1, 52, 28]","[0, 52, 29]","[1, 532, 31]","[1, 83, 31]","[0, 83, 31]","[1, 52, 31]","[0, 52, 32]","[0, 52, 32]",320
"[1, 64, 0]","[0, 60, 6]","[1, 52, 6]","[1, 570, 6]","[0, 52, 7]","[0, 1500, 13]","[0, 1038, 13]","[1, 52, 13]","[1, 116, 25]","[1, 150, 26]","[0, 52, 27]","[0, 52, 27]","[1, 532, 27]","[0, 52, 28]","[0, 573, 29]","[1, 52, 29]","[1, 83, 29]","[0, 52, 30]","[0, 304, 36]","[0, 1500, 36]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 661, 5]","[0, 52, 6]","[0, 1500, 9]","[0, 1038, 9]","[1, 52, 10]","[1, 116, 20]","[1, 150, 20]","[1, 532, 21]","[0, 52, 21]","[0, 52, 21]","[0, 52, 22]","[0, 573, 23]","[1, 52, 23]","[1, 83, 24]","[0, 52, 25]","[0, 304, 34]","[0, 1500, 34]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 629, 6]","[0, 52, 7]","[0, 1500, 11]","[0, 1039, 11]","[1, 52, 11]","[1, 116, 27]","[1, 150, 28]","[1, 532, 28]","[0, 52, 29]","[0, 52, 29]","[0, 52, 29]","[0, 573, 31]","[1, 52, 32]","[1, 83, 32]","[0, 52, 33]","[0, 304, 41]","[0, 1500, 41]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 597, 5]","[0, 52, 6]","[0, 1500, 10]","[0, 1040, 10]","[1, 52, 11]","[1, 116, 15]","[1, 150, 15]","[1, 532, 15]","[0, 52, 15]","[0, 52, 16]","[0, 52, 16]","[0, 595, 17]","[1, 52, 18]","[1, 83, 18]","[0, 52, 19]","[0, 304, 28]","[0, 1500, 28]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 661, 6]","[0, 52, 7]","[0, 1500, 13]","[0, 1039, 13]","[1, 52, 13]","[1, 116, 21]","[1, 150, 22]","[0, 52, 22]","[0, 52, 22]","[1, 532, 22]","[0, 52, 23]","[0, 564, 23]","[1, 52, 24]","[0, 83, 24]","[1, 52, 24]","[1, 83, 24]","[0, 52, 25]",320
"[1, 64, 0]","[0, 60, 10]","[1, 52, 11]","[1, 629, 12]","[0, 52, 13]","[0, 1500, 19]","[0, 1039, 19]","[1, 52, 19]","[1, 116, 32]","[0, 52, 33]","[0, 564, 35]","[1, 52, 35]","[1, 150, 47]","[1, 83, 47]","[1, 532, 47]","[0, 52, 48]","[0, 52, 48]","[0, 52, 48]","[0, 83, 49]","[1, 52, 50]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 570, 5]","[0, 52, 6]","[0, 1500, 11]","[0, 1039, 11]","[1, 52, 11]","[1, 116, 103]","[1, 150, 103]","[1, 532, 104]","[0, 52, 104]","[0, 52, 104]","[0, 573, 106]","[1, 52, 106]","[1, 83, 107]","[0, 52, 107]","[0, 258, 113]","[0, 1443, 113]","[0, 1080, 114]",320
"[1, 64, 0]","[0, 60, 3]","[1, 52, 4]","[1, 629, 4]","[0, 52, 5]","[0, 1500, 10]","[0, 1038, 10]","[1, 52, 11]","[1, 116, 18]","[1, 150, 19]","[0, 52, 19]","[1, 532, 20]","[0, 52, 21]","[0, 573, 21]","[1, 52, 21]","[1, 83, 22]","[0, 52, 23]","[0, 304, 29]","[0, 1443, 29]","[0, 1069, 29]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 629, 5]","[0, 52, 6]","[0, 1500, 11]","[0, 1038, 11]","[1, 52, 11]","[1, 52, 12]","[1, 116, 23]","[1, 150, 23]","[0, 52, 23]","[0, 52, 24]","[1, 532, 24]","[0, 52, 25]","[0, 564, 25]","[0, 83, 25]","[1, 52, 25]","[1, 52, 26]","[1, 83, 27]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 629, 5]","[0, 52, 6]","[0, 1500, 15]","[0, 1038, 15]","[1, 52, 15]","[1, 52, 15]","[1, 116, 25]","[0, 52, 26]","[1, 150, 27]","[0, 52, 27]","[1, 532, 28]","[0, 564, 28]","[1, 52, 28]","[1, 83, 28]","[0, 52, 28]","[0, 52, 29]","[0, 83, 29]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 570, 4]","[0, 52, 5]","[0, 1500, 10]","[0, 1040, 10]","[1, 52, 10]","[1, 116, 28]","[1, 150, 28]","[1, 532, 29]","[0, 52, 29]","[0, 52, 29]","[0, 52, 29]","[0, 573, 30]","[1, 52, 31]","[1, 83, 31]","[0, 52, 32]","[0, 304, 38]","[0, 1443, 38]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 597, 4]","[0, 52, 5]","[0, 1500, 10]","[0, 1040, 10]","[1, 52, 11]","[1, 116, 26]","[0, 52, 27]","[1, 150, 27]","[0, 52, 27]","[1, 532, 27]","[0, 52, 28]","[0, 564, 28]","[0, 83, 29]","[1, 52, 29]","[1, 52, 29]","[1, 83, 29]","[0, 52, 30]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 629, 5]","[0, 52, 6]","[0, 1500, 13]","[0, 1040, 13]","[1, 52, 13]","[1, 116, 34]","[1, 150, 35]","[0, 52, 35]","[1, 532, 36]","[0, 52, 36]","[0, 52, 37]","[0, 564, 37]","[1, 52, 37]","[0, 83, 38]","[1, 83, 38]","[1, 52, 38]","[0, 52, 39]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 597, 5]","[0, 52, 6]","[0, 1500, 10]","[0, 1039, 10]","[1, 52, 10]","[1, 116, 23]","[1, 150, 24]","[1, 532, 24]","[0, 52, 25]","[0, 52, 25]","[0, 573, 27]","[1, 52, 27]","[1, 83, 27]","[0, 52, 28]","[0, 259, 44]","[0, 1500, 44]","[0, 1060, 44]",320
"[1, 64, 0]","[0, 60, 15]","[1, 52, 16]","[1, 661, 16]","[0, 52, 17]","[0, 1500, 49]","[0, 1038, 49]","[1, 52, 49]","[1, 116, 52]","[1, 150, 52]","[1, 532, 53]","[0, 52, 53]","[0, 52, 53]","[0, 52, 54]","[0, 573, 82]","[1, 52, 83]","[1, 83, 83]","[0, 52, 84]","[0, 1500, 93]","[0, 1266, 93]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 661, 9]","[0, 52, 10]","[0, 1500, 16]","[0, 1038, 16]","[1, 52, 16]","[1, 116, 40]","[1, 150, 41]","[0, 52, 42]","[1, 532, 42]","[0, 52, 42]","[0, 52, 43]","[0, 564, 43]","[0, 83, 44]","[1, 52, 44]","[1, 52, 44]","[1, 83, 45]","[0, 52, 45]",320
"[1, 64, 0]","[0, 60, 3]","[1, 52, 4]","[1, 597, 5]","[0, 52, 6]","[0, 1500, 11]","[0, 1038, 11]","[1, 52, 12]","[1, 116, 38]","[1, 150, 39]","[0, 52, 39]","[1, 532, 40]","[0, 52, 40]","[0, 52, 41]","[0, 564, 41]","[1, 52, 41]","[0, 83, 41]","[1, 52, 42]","[1, 83, 42]","[0, 52, 43]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 6]","[1, 597, 7]","[0, 52, 8]","[0, 1500, 13]","[0, 1038, 13]","[1, 52, 13]","[1, 116, 34]","[1, 150, 35]","[0, 52, 35]","[0, 52, 35]","[1, 532, 35]","[0, 564, 36]","[0, 52, 36]","[1, 52, 37]","[0, 83, 37]","[1, 52, 37]","[1, 83, 37]","[0, 52, 38]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 629, 5]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 11]","[0, 1039, 11]","[1, 52, 11]","[1, 116, 30]","[0, 52, 30]","[0, 564, 33]","[1, 52, 33]","[1, 150, 65]","[0, 52, 65]","[1, 83, 65]","[1, 532, 66]","[0, 52, 66]","[0, 52, 66]","[0, 83, 68]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 661, 8]","[0, 52, 9]","[0, 1500, 13]","[0, 1038, 13]","[1, 52, 13]","[1, 116, 29]","[0, 52, 31]","[0, 564, 32]","[1, 52, 33]","[1, 150, 63]","[1, 83, 63]","[1, 532, 64]","[0, 52, 64]","[0, 52, 64]","[0, 52, 65]","[0, 83, 66]","[1, 52, 66]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 570, 5]","[0, 52, 5]","[0, 1500, 11]","[0, 1040, 12]","[1, 52, 12]","[1, 116, 29]","[0, 52, 30]","[0, 564, 32]","[1, 52, 32]","[1, 150, 70]","[1, 83, 71]","[1, 532, 71]","[0, 52, 72]","[0, 52, 72]","[0, 52, 72]","[0, 83, 74]","[1, 52, 74]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 6]","[1, 661, 7]","[0, 52, 7]","[0, 1500, 13]","[0, 1039, 13]","[1, 52, 13]","[1, 116, 24]","[0, 52, 25]","[0, 564, 27]","[1, 52, 28]","[1, 150, 116]","[1, 83, 117]","[1, 532, 117]","[0, 52, 117]","[0, 52, 117]","[0, 52, 117]","[0, 83, 119]","[1, 52, 119]",320
"[1, 64, 0]","[0, 60, 3]","[1, 52, 4]","[1, 597, 4]","[0, 52, 5]","[0, 1500, 9]","[0, 1039, 9]","[1, 52, 9]","[1, 116, 36]","[1, 150, 36]","[0, 52, 37]","[1, 532, 37]","[0, 52, 37]","[0, 52, 37]","[0, 595, 39]","[1, 52, 39]","[1, 83, 40]","[0, 52, 40]","[0, 258, 48]","[1, 52, 48]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 629, 8]","[0, 52, 9]","[0, 1500, 13]","[0, 1039, 13]","[1, 52, 13]","[1, 116, 38]","[1, 150, 39]","[1, 532, 39]","[0, 52, 39]","[0, 52, 39]","[0, 52, 40]","[0, 573, 42]","[1, 52, 42]","[1, 83, 43]","[0, 52, 44]","[0, 305, 54]","[0, 1500, 54]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 570, 5]","[0, 52, 6]","[0, 1500, 10]","[0, 1039, 10]","[1, 52, 10]","[1, 116, 19]","[1, 150, 20]","[0, 52, 20]","[0, 52, 20]","[1, 532, 21]","[0, 52, 22]","[0, 573, 22]","[1, 52, 23]","[1, 83, 23]","[0, 52, 24]","[0, 1500, 31]","[0, 1264, 31]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 597, 5]","[0, 52, 6]","[0, 1500, 11]","[0, 1038, 11]","[1, 52, 11]","[1, 116, 15]","[1, 150, 15]","[0, 52, 16]","[0, 52, 16]","[1, 532, 16]","[0, 52, 17]","[0, 564, 17]","[0, 83, 17]","[1, 52, 18]","[1, 83, 19]","[0, 52, 20]","[0, 258, 27]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 570, 6]","[0, 52, 7]","[0, 1500, 10]","[0, 1040, 10]","[1, 52, 11]","[1, 116, 20]","[0, 52, 21]","[0, 564, 23]","[1, 52, 24]","[1, 150, 29]","[1, 83, 29]","[1, 532, 29]","[0, 52, 30]","[0, 52, 30]","[0, 52, 30]","[0, 83, 32]","[1, 52, 32]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 6]","[1, 597, 6]","[0, 52, 7]","[0, 1500, 15]","[0, 1038, 15]","[1, 52, 16]","[1, 116, 51]","[1, 150, 51]","[1, 532, 51]","[0, 52, 52]","[0, 52, 52]","[0, 573, 53]","[1, 52, 54]","[1, 83, 54]","[0, 52, 55]","[0, 1500, 62]","[0, 1264, 62]","[1, 52, 63]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 570, 6]","[0, 52, 7]","[0, 1500, 11]","[0, 1038, 11]","[1, 52, 12]","[1, 116, 23]","[1, 150, 23]","[0, 52, 23]","[1, 532, 24]","[0, 52, 24]","[0, 52, 24]","[0, 595, 25]","[1, 52, 26]","[1, 83, 26]","[0, 52, 27]","[0, 258, 34]","[1, 52, 34]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 6]","[1, 570, 6]","[0, 52, 7]","[0, 1500, 11]","[0, 1039, 11]","[1, 52, 11]","[1, 52, 11]","[1, 116, 38]","[1, 150, 39]","[1, 532, 39]","[0, 52, 40]","[0, 52, 40]","[0, 573, 42]","[1, 52, 42]","[1, 83, 42]","[0, 52, 43]","[0, 1500, 51]","[0, 247, 52]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 597, 6]","[0, 52, 7]","[0, 1500, 11]","[0, 1039, 11]","[1, 52, 12]","[1, 52, 12]","[1, 116, 18]","[0, 52, 19]","[1, 150, 19]","[0, 52, 19]","[1, 532, 19]","[0, 564, 21]","[0, 52, 21]","[0, 83, 21]","[1, 52, 21]","[1, 52, 21]","[1, 83, 23]",320
"[1, 64, 0]","[0, 60, 3]","[1, 52, 4]","[1, 629, 5]","[0, 52, 5]","[0, 1500, 11]","[0, 1039, 11]","[1, 52, 11]","[1, 116, 45]","[1, 150, 46]","[1, 532, 46]","[0, 52, 46]","[0, 52, 46]","[0, 52, 47]","[0, 595, 60]","[1, 52, 60]","[1, 83, 61]","[0, 52, 62]","[0, 304, 69]","[0, 1500, 69]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 661, 5]","[0, 52, 6]","[0, 1500, 11]","[0, 1038, 11]","[1, 52, 12]","[1, 116, 28]","[1, 150, 28]","[1, 532, 29]","[0, 52, 29]","[0, 52, 29]","[0, 52, 29]","[0, 564, 31]","[0, 83, 31]","[1, 52, 31]","[1, 52, 31]","[1, 83, 32]","[0, 52, 33]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 570, 5]","[0, 52, 6]","[0, 1500, 9]","[0, 1039, 9]","[1, 52, 10]","[1, 116, 37]","[1, 150, 37]","[1, 532, 38]","[0, 52, 38]","[0, 52, 38]","[0, 52, 38]","[0, 573, 40]","[1, 52, 40]","[1, 83, 40]","[0, 52, 41]","[0, 258, 46]","[0, 1500, 46]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 570, 5]","[0, 52, 6]","[0, 1500, 12]","[0, 1040, 12]","[1, 52, 12]","[1, 116, 25]","[0, 52, 26]","[1, 150, 27]","[0, 52, 28]","[0, 564, 28]","[1, 532, 28]","[1, 52, 28]","[1, 83, 28]","[0, 52, 29]","[0, 83, 29]","[0, 52, 29]","[1, 52, 29]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 661, 5]","[0, 52, 6]","[0, 1500, 9]","[0, 1038, 9]","[1, 52, 9]","[1, 116, 23]","[1, 150, 24]","[1, 532, 24]","[0, 52, 25]","[0, 52, 25]","[0, 52, 25]","[0, 564, 26]","[0, 83, 27]","[1, 52, 27]","[1, 52, 27]","[1, 83, 28]","[0, 52, 28]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 6]","[1, 570, 6]","[0, 52, 7]","[0, 1500, 12]","[0, 1040, 12]","[1, 52, 12]","[1, 116, 33]","[1, 150, 33]","[0, 52, 34]","[0, 52, 34]","[1, 532, 34]","[0, 52, 35]","[0, 573, 36]","[1, 52, 36]","[1, 83, 37]","[0, 52, 37]","[0, 258, 47]","[0, 1500, 47]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 629, 5]","[0, 52, 6]","[0, 1500, 12]","[0, 1038, 12]","[1, 52, 12]","[1, 116, 18]","[1, 150, 19]","[1, 532, 19]","[0, 52, 19]","[0, 52, 20]","[0, 564, 21]","[0, 83, 22]","[1, 52, 22]","[1, 83, 22]","[0, 52, 23]","[0, 258, 33]","[0, 1500, 33]",320
"[1, 64, 0]","[0, 60, 3]","[1, 52, 4]","[1, 597, 5]","[0, 52, 5]","[0, 1500, 11]","[0, 1040, 11]","[1, 52, 11]","[1, 116, 19]","[1, 150, 19]","[0, 52, 20]","[1, 532, 20]","[0, 52, 20]","[0, 52, 21]","[0, 564, 22]","[1, 52, 22]","[0, 83, 22]","[1, 52, 22]","[1, 83, 23]","[0, 52, 24]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 597, 8]","[0, 52, 8]","[0, 1500, 16]","[1, 52, 17]","[0, 1038, 17]","[1, 52, 17]","[1, 116, 20]","[1, 150, 21]","[1, 532, 21]","[0, 52, 23]","[0, 52, 23]","[0, 52, 24]","[0, 573, 25]","[1, 52, 26]","[1, 83, 27]","[0, 52, 28]","[0, 304, 32]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 570, 5]","[0, 52, 5]","[0, 1500, 11]","[0, 1038, 11]","[1, 52, 11]","[1, 116, 36]","[1, 150, 36]","[1, 532, 37]","[0, 52, 38]","[0, 573, 40]","[1, 52, 40]","[1, 83, 40]","[0, 52, 41]","[0, 258, 48]","[0, 1500, 48]","[0, 1022, 48]","[1, 52, 48]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 629, 5]","[0, 52, 6]","[0, 1500, 10]","[0, 1038, 10]","[1, 52, 11]","[1, 116, 51]","[0, 52, 52]","[0, 564, 54]","[1, 52, 54]","[1, 150, 69]","[1, 83, 70]","[0, 52, 70]","[1, 532, 70]","[0, 52, 71]","[0, 83, 71]","[1, 52, 71]","[0, 304, 78]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 629, 5]","[0, 52, 6]","[0, 1500, 12]","[0, 1038, 13]","[1, 52, 13]","[1, 116, 50]","[1, 150, 50]","[0, 52, 51]","[0, 52, 51]","[1, 532, 51]","[0, 52, 52]","[0, 564, 53]","[0, 83, 53]","[1, 52, 53]","[1, 52, 53]","[1, 83, 54]","[0, 52, 54]",320
"[1, 64, 0]","[0, 60, 3]","[1, 52, 4]","[1, 661, 4]","[0, 52, 5]","[0, 1500, 9]","[0, 1039, 9]","[1, 52, 10]","[1, 116, 28]","[1, 150, 28]","[1, 532, 29]","[0, 52, 29]","[0, 52, 29]","[0, 52, 30]","[0, 564, 31]","[1, 52, 31]","[0, 83, 31]","[1, 52, 31]","[1, 83, 32]","[0, 52, 33]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 661, 5]","[0, 52, 6]","[0, 1500, 11]","[0, 1038, 11]","[1, 52, 11]","[1, 52, 12]","[1, 116, 33]","[1, 150, 33]","[0, 52, 33]","[1, 532, 33]","[0, 52, 34]","[0, 52, 34]","[0, 564, 35]","[0, 83, 35]","[1, 52, 36]","[1, 83, 37]","[0, 52, 38]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 597, 8]","[0, 52, 8]","[0, 1500, 13]","[0, 1039, 13]","[1, 52, 14]","[1, 116, 39]","[1, 150, 39]","[0, 52, 39]","[1, 532, 40]","[0, 52, 40]","[0, 52, 40]","[0, 564, 41]","[0, 83, 41]","[1, 52, 42]","[1, 83, 42]","[0, 52, 43]","[0, 258, 50]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 570, 6]","[0, 52, 7]","[0, 1500, 11]","[0, 1038, 12]","[1, 52, 12]","[1, 52, 12]","[1, 116, 26]","[1, 150, 26]","[0, 52, 26]","[1, 532, 27]","[0, 52, 27]","[0, 52, 27]","[0, 564, 28]","[0, 83, 28]","[1, 52, 29]","[1, 83, 29]","[0, 52, 29]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 661, 9]","[0, 52, 11]","[0, 1500, 15]","[0, 1040, 15]","[1, 52, 16]","[1, 116, 29]","[1, 150, 30]","[0, 52, 30]","[1, 532, 31]","[0, 52, 31]","[0, 52, 32]","[0, 573, 32]","[1, 52, 33]","[1, 83, 33]","[0, 52, 34]","[0, 258, 40]","[0, 1489, 40]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 629, 5]","[0, 52, 6]","[0, 1500, 12]","[0, 1040, 12]","[1, 52, 12]","[1, 116, 18]","[0, 52, 19]","[1, 150, 19]","[1, 532, 19]","[0, 52, 20]","[0, 52, 20]","[0, 564, 21]","[1, 52, 21]","[0, 83, 21]","[1, 83, 21]","[1, 52, 22]","[0, 52, 22]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 661, 5]","[0, 52, 7]","[0, 1500, 10]","[0, 1038, 11]","[1, 52, 11]","[1, 52, 11]","[1, 116, 26]","[0, 52, 27]","[0, 564, 29]","[1, 52, 29]","[1, 150, 58]","[1, 83, 58]","[1, 532, 59]","[0, 52, 59]","[0, 52, 59]","[0, 52, 59]","[0, 83, 61]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 570, 5]","[0, 52, 6]","[0, 1500, 17]","[0, 1039, 17]","[1, 52, 17]","[1, 116, 26]","[1, 150, 27]","[1, 532, 28]","[0, 52, 43]","[0, 52, 43]","[0, 52, 43]","[0, 564, 52]","[0, 335, 52]","[1, 52, 52]","[1, 83, 54]","[0, 1443, 54]","[0, 1070, 54]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 597, 6]","[0, 52, 7]","[0, 1500, 12]","[0, 1039, 12]","[1, 52, 12]","[1, 116, 21]","[1, 150, 21]","[1, 532, 22]","[0, 52, 22]","[0, 52, 22]","[0, 52, 23]","[0, 564, 24]","[0, 83, 24]","[1, 52, 25]","[1, 83, 25]","[0, 52, 26]","[0, 258, 33]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 661, 6]","[0, 52, 6]","[0, 1500, 11]","[0, 1039, 11]","[1, 52, 12]","[1, 116, 33]","[0, 52, 34]","[0, 564, 36]","[1, 52, 37]","[1, 150, 50]","[1, 83, 50]","[0, 52, 50]","[1, 532, 50]","[0, 52, 51]","[0, 52, 51]","[0, 83, 52]","[1, 52, 53]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 629, 6]","[0, 52, 7]","[0, 1500, 11]","[0, 1039, 11]","[1, 52, 11]","[1, 116, 16]","[1, 150, 16]","[1, 532, 17]","[0, 52, 17]","[0, 52, 17]","[0, 52, 17]","[0, 564, 18]","[0, 83, 18]","[1, 52, 19]","[1, 83, 19]","[0, 52, 20]","[0, 258, 25]",320
"[1, 64, 0]","[0, 60, 3]","[1, 52, 4]","[1, 661, 4]","[0, 52, 5]","[0, 1500, 10]","[0, 1038, 10]","[1, 52, 10]","[1, 116, 21]","[1, 150, 22]","[0, 52, 22]","[0, 52, 23]","[1, 532, 23]","[0, 52, 23]","[0, 595, 24]","[1, 52, 25]","[1, 83, 25]","[0, 52, 26]","[0, 258, 37]","[1, 52, 37]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 661, 6]","[0, 52, 6]","[0, 1500, 11]","[0, 1039, 11]","[1, 52, 12]","[1, 52, 12]","[1, 116, 15]","[1, 150, 15]","[0, 52, 16]","[0, 52, 16]","[1, 532, 16]","[0, 52, 17]","[0, 564, 17]","[0, 83, 17]","[1, 52, 18]","[1, 83, 18]","[0, 52, 18]",320
"[1, 64, 0]","[0, 60, 3]","[1, 52, 4]","[1, 597, 5]","[0, 52, 5]","[0, 1500, 12]","[0, 1040, 12]","[1, 52, 13]","[1, 116, 26]","[0, 52, 28]","[0, 564, 29]","[1, 52, 30]","[1, 150, 45]","[0, 52, 46]","[1, 83, 46]","[1, 532, 47]","[0, 52, 47]","[0, 83, 47]","[0, 52, 48]","[1, 52, 48]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 597, 5]","[0, 52, 6]","[0, 1500, 11]","[0, 1039, 11]","[1, 52, 11]","[1, 116, 35]","[1, 150, 36]","[0, 52, 36]","[1, 532, 36]","[0, 52, 36]","[0, 52, 37]","[0, 573, 42]","[1, 52, 42]","[1, 83, 43]","[0, 52, 44]","[0, 1500, 48]","[0, 247, 48]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 597, 6]","[0, 52, 7]","[0, 1500, 12]","[0, 1040, 12]","[1, 52, 13]","[1, 116, 19]","[0, 52, 21]","[0, 564, 26]","[1, 52, 27]","[1, 150, 50]","[0, 52, 51]","[1, 83, 51]","[1, 532, 51]","[0, 52, 52]","[0, 52, 52]","[0, 83, 53]","[1, 52, 53]",320
"[1, 64, 0]","[0, 60, 3]","[1, 52, 4]","[1, 570, 5]","[0, 52, 5]","[0, 1500, 10]","[0, 1039, 10]","[1, 52, 10]","[1, 116, 37]","[0, 52, 38]","[1, 150, 38]","[0, 52, 38]","[1, 532, 39]","[0, 564, 39]","[1, 52, 39]","[0, 52, 40]","[0, 83, 40]","[1, 83, 40]","[1, 52, 40]","[0, 52, 41]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 597, 6]","[0, 52, 6]","[0, 1500, 11]","[0, 1038, 11]","[1, 52, 11]","[1, 116, 35]","[1, 150, 35]","[1, 532, 35]","[0, 52, 36]","[0, 52, 36]","[0, 573, 38]","[1, 52, 38]","[1, 83, 39]","[0, 52, 39]","[0, 1500, 49]","[0, 1229, 49]","[1, 52, 49]",320
"[1, 64, 0]","[0, 60, 3]","[1, 52, 3]","[1, 570, 4]","[0, 52, 5]","[0, 1500, 8]","[0, 1039, 8]","[1, 52, 9]","[1, 116, 14]","[0, 52, 15]","[0, 564, 16]","[1, 52, 17]","[1, 150, 135]","[0, 52, 136]","[1, 83, 137]","[1, 532, 137]","[0, 83, 138]","[0, 52, 138]","[0, 52, 138]","[1, 52, 138]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 629, 5]","[0, 52, 6]","[0, 1500, 12]","[0, 1038, 12]","[1, 52, 13]","[1, 116, 36]","[1, 150, 36]","[1, 532, 36]","[0, 52, 37]","[0, 52, 37]","[0, 573, 40]","[1, 52, 40]","[1, 83, 40]","[0, 52, 41]","[0, 1500, 47]","[0, 1265, 47]","[1, 52, 48]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 629, 13]","[0, 52, 14]","[0, 1500, 20]","[0, 1039, 20]","[1, 52, 20]","[1, 116, 50]","[1, 150, 50]","[1, 532, 50]","[0, 52, 51]","[0, 52, 51]","[0, 573, 53]","[1, 52, 53]","[1, 83, 54]","[0, 52, 54]","[0, 258, 63]","[1, 52, 64]","[0, 1500, 64]",320
