0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,label
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1500, 8]","[1, 371, 8]","[0, 52, 9]","[0, 1500, 14]","[0, 1500, 14]","[0, 679, 14]","[1, 52, 14]","[1, 52, 14]","[1, 116, 17]","[1, 150, 17]","[1, 532, 18]","[0, 52, 18]",322
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1500, 6]","[1, 403, 6]","[0, 52, 6]","[0, 52, 7]","[0, 1500, 12]","[0, 1500, 12]","[0, 679, 12]","[1, 52, 12]","[1, 52, 12]","[1, 116, 15]","[1, 150, 16]","[1, 532, 16]",322
"[1, 64, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1500, 8]","[1, 403, 8]","[0, 52, 9]","[0, 52, 9]","[0, 1500, 15]","[0, 1500, 15]","[0, 678, 15]","[1, 52, 16]","[1, 116, 19]","[1, 150, 19]","[1, 532, 19]","[0, 52, 22]",322
"[1, 64, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1500, 9]","[1, 403, 9]","[0, 52, 10]","[0, 52, 10]","[0, 1500, 15]","[0, 1500, 15]","[0, 680, 15]","[1, 52, 16]","[1, 116, 18]","[1, 150, 19]","[1, 532, 19]","[0, 52, 20]",322
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1500, 8]","[1, 339, 8]","[0, 52, 9]","[0, 52, 9]","[0, 1500, 18]","[0, 1500, 18]","[0, 679, 18]","[1, 52, 18]","[1, 52, 18]","[1, 116, 20]","[1, 150, 21]","[1, 532, 21]",322
"[1, 64, 0]","[0, 60, 6]","[1, 52, 7]","[1, 1500, 9]","[1, 371, 9]","[0, 52, 10]","[0, 52, 10]","[0, 1500, 20]","[0, 1500, 20]","[1, 52, 20]","[0, 679, 21]","[1, 52, 21]","[1, 116, 23]","[1, 150, 24]","[1, 532, 24]",322
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 570, 5]","[0, 52, 6]","[0, 1500, 12]","[0, 1039, 12]","[1, 52, 13]","[1, 116, 23]","[1, 150, 23]","[1, 532, 24]","[0, 52, 24]","[0, 52, 24]","[0, 573, 26]","[1, 52, 26]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 597, 5]","[0, 52, 5]","[0, 1500, 9]","[0, 1039, 9]","[1, 52, 10]","[1, 116, 26]","[1, 150, 27]","[0, 52, 27]","[0, 52, 28]","[1, 532, 29]","[0, 564, 29]","[0, 83, 30]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 661, 5]","[0, 52, 5]","[0, 1500, 11]","[0, 1039, 11]","[1, 52, 11]","[1, 116, 33]","[1, 150, 33]","[0, 52, 34]","[0, 52, 34]","[1, 532, 34]","[0, 52, 36]","[0, 595, 36]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 570, 6]","[0, 52, 6]","[0, 1500, 11]","[0, 1039, 11]","[1, 52, 11]","[1, 52, 11]","[1, 116, 20]","[0, 52, 21]","[0, 564, 22]","[1, 52, 23]","[1, 150, 64]","[0, 52, 65]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 629, 6]","[0, 52, 7]","[0, 1500, 10]","[0, 1039, 10]","[1, 52, 11]","[1, 116, 39]","[1, 150, 39]","[0, 52, 40]","[1, 532, 40]","[0, 52, 41]","[0, 52, 42]","[0, 564, 42]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 629, 5]","[0, 52, 5]","[0, 1500, 10]","[0, 1039, 10]","[1, 52, 10]","[1, 116, 17]","[1, 150, 17]","[1, 532, 18]","[0, 52, 18]","[0, 52, 19]","[0, 52, 19]","[0, 573, 21]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 570, 9]","[0, 52, 10]","[0, 1500, 15]","[0, 1040, 15]","[1, 52, 15]","[1, 116, 23]","[1, 150, 23]","[0, 52, 24]","[1, 532, 24]","[0, 52, 24]","[0, 52, 25]","[0, 573, 26]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 597, 5]","[0, 52, 5]","[0, 1500, 10]","[0, 1039, 10]","[1, 52, 11]","[1, 116, 13]","[1, 150, 14]","[1, 532, 14]","[0, 52, 14]","[0, 52, 15]","[0, 52, 15]","[0, 573, 16]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 597, 5]","[0, 52, 6]","[0, 1500, 9]","[0, 1039, 9]","[1, 52, 9]","[1, 116, 18]","[1, 150, 19]","[0, 52, 19]","[0, 52, 19]","[1, 532, 19]","[0, 52, 20]","[0, 564, 21]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 597, 5]","[0, 52, 5]","[0, 1500, 11]","[0, 1039, 11]","[1, 52, 11]","[1, 116, 23]","[1, 150, 23]","[1, 532, 24]","[0, 52, 24]","[0, 52, 24]","[0, 52, 25]","[0, 573, 26]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 661, 7]","[0, 52, 8]","[0, 1500, 12]","[0, 1039, 12]","[1, 52, 12]","[1, 116, 24]","[1, 150, 25]","[0, 52, 26]","[0, 52, 26]","[1, 532, 26]","[0, 52, 27]","[0, 564, 27]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 597, 6]","[0, 52, 7]","[0, 1500, 12]","[0, 1039, 12]","[1, 52, 12]","[1, 116, 16]","[1, 150, 16]","[0, 52, 17]","[0, 52, 17]","[1, 532, 17]","[0, 52, 18]","[0, 573, 19]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 661, 8]","[0, 52, 9]","[0, 1500, 15]","[0, 1040, 15]","[1, 52, 15]","[1, 116, 64]","[1, 150, 65]","[1, 532, 65]","[0, 52, 65]","[0, 52, 66]","[0, 573, 68]","[1, 52, 68]",320
"[1, 64, 0]","[0, 60, 11]","[1, 52, 11]","[1, 597, 12]","[0, 52, 16]","[0, 1500, 20]","[0, 1040, 20]","[1, 52, 21]","[1, 116, 24]","[1, 150, 25]","[1, 532, 25]","[0, 52, 29]","[0, 52, 29]","[0, 52, 29]","[0, 573, 32]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 661, 5]","[0, 52, 6]","[0, 1500, 12]","[0, 1040, 12]","[1, 52, 12]","[1, 52, 12]","[1, 116, 21]","[1, 150, 22]","[0, 52, 22]","[0, 52, 22]","[1, 532, 22]","[0, 52, 24]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 661, 6]","[0, 52, 7]","[0, 1500, 12]","[0, 1040, 12]","[1, 52, 13]","[1, 116, 43]","[1, 150, 43]","[1, 532, 43]","[0, 52, 44]","[0, 52, 44]","[0, 573, 46]","[1, 52, 47]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 661, 7]","[0, 52, 8]","[0, 1500, 14]","[0, 1039, 14]","[1, 52, 14]","[1, 116, 29]","[1, 150, 30]","[1, 532, 30]","[0, 52, 30]","[0, 52, 30]","[0, 52, 31]","[0, 564, 32]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 6]","[1, 597, 10]","[0, 52, 11]","[0, 1500, 16]","[0, 1039, 16]","[1, 52, 17]","[1, 116, 25]","[0, 52, 26]","[0, 564, 27]","[1, 150, 28]","[1, 52, 28]","[0, 52, 29]","[1, 532, 31]",320
"[1, 64, 0]","[0, 60, 6]","[1, 52, 6]","[1, 570, 6]","[0, 52, 7]","[0, 1500, 13]","[0, 1038, 13]","[1, 52, 13]","[1, 116, 25]","[1, 150, 26]","[0, 52, 27]","[0, 52, 27]","[1, 532, 27]","[0, 52, 28]","[0, 573, 29]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 661, 5]","[0, 52, 6]","[0, 1500, 9]","[0, 1038, 9]","[1, 52, 10]","[1, 116, 20]","[1, 150, 20]","[1, 532, 21]","[0, 52, 21]","[0, 52, 21]","[0, 52, 22]","[0, 573, 23]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 629, 6]","[0, 52, 7]","[0, 1500, 11]","[0, 1039, 11]","[1, 52, 11]","[1, 116, 27]","[1, 150, 28]","[1, 532, 28]","[0, 52, 29]","[0, 52, 29]","[0, 52, 29]","[0, 573, 31]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 597, 5]","[0, 52, 6]","[0, 1500, 10]","[0, 1040, 10]","[1, 52, 11]","[1, 116, 15]","[1, 150, 15]","[1, 532, 15]","[0, 52, 15]","[0, 52, 16]","[0, 52, 16]","[0, 595, 17]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 661, 6]","[0, 52, 7]","[0, 1500, 13]","[0, 1039, 13]","[1, 52, 13]","[1, 116, 21]","[1, 150, 22]","[0, 52, 22]","[0, 52, 22]","[1, 532, 22]","[0, 52, 23]","[0, 564, 23]",320
"[1, 64, 0]","[0, 60, 10]","[1, 52, 11]","[1, 629, 12]","[0, 52, 13]","[0, 1500, 19]","[0, 1039, 19]","[1, 52, 19]","[1, 116, 32]","[0, 52, 33]","[0, 564, 35]","[1, 52, 35]","[1, 150, 47]","[1, 83, 47]","[1, 532, 47]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 570, 5]","[0, 52, 6]","[0, 1500, 11]","[0, 1039, 11]","[1, 52, 11]","[1, 116, 103]","[1, 150, 103]","[1, 532, 104]","[0, 52, 104]","[0, 52, 104]","[0, 573, 106]","[1, 52, 106]",320
"[1, 64, 0]","[0, 60, 3]","[1, 52, 4]","[1, 629, 4]","[0, 52, 5]","[0, 1500, 10]","[0, 1038, 10]","[1, 52, 11]","[1, 116, 18]","[1, 150, 19]","[0, 52, 19]","[1, 532, 20]","[0, 52, 21]","[0, 573, 21]","[1, 52, 21]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 629, 5]","[0, 52, 6]","[0, 1500, 11]","[0, 1038, 11]","[1, 52, 11]","[1, 52, 12]","[1, 116, 23]","[1, 150, 23]","[0, 52, 23]","[0, 52, 24]","[1, 532, 24]","[0, 52, 25]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 629, 5]","[0, 52, 6]","[0, 1500, 15]","[0, 1038, 15]","[1, 52, 15]","[1, 52, 15]","[1, 116, 25]","[0, 52, 26]","[1, 150, 27]","[0, 52, 27]","[1, 532, 28]","[0, 564, 28]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 570, 4]","[0, 52, 5]","[0, 1500, 10]","[0, 1040, 10]","[1, 52, 10]","[1, 116, 28]","[1, 150, 28]","[1, 532, 29]","[0, 52, 29]","[0, 52, 29]","[0, 52, 29]","[0, 573, 30]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 597, 4]","[0, 52, 5]","[0, 1500, 10]","[0, 1040, 10]","[1, 52, 11]","[1, 116, 26]","[0, 52, 27]","[1, 150, 27]","[0, 52, 27]","[1, 532, 27]","[0, 52, 28]","[0, 564, 28]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 629, 5]","[0, 52, 6]","[0, 1500, 13]","[0, 1040, 13]","[1, 52, 13]","[1, 116, 34]","[1, 150, 35]","[0, 52, 35]","[1, 532, 36]","[0, 52, 36]","[0, 52, 37]","[0, 564, 37]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 597, 5]","[0, 52, 6]","[0, 1500, 10]","[0, 1039, 10]","[1, 52, 10]","[1, 116, 23]","[1, 150, 24]","[1, 532, 24]","[0, 52, 25]","[0, 52, 25]","[0, 573, 27]","[1, 52, 27]",320
"[1, 64, 0]","[0, 60, 15]","[1, 52, 16]","[1, 661, 16]","[0, 52, 17]","[0, 1500, 49]","[0, 1038, 49]","[1, 52, 49]","[1, 116, 52]","[1, 150, 52]","[1, 532, 53]","[0, 52, 53]","[0, 52, 53]","[0, 52, 54]","[0, 573, 82]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 661, 9]","[0, 52, 10]","[0, 1500, 16]","[0, 1038, 16]","[1, 52, 16]","[1, 116, 40]","[1, 150, 41]","[0, 52, 42]","[1, 532, 42]","[0, 52, 42]","[0, 52, 43]","[0, 564, 43]",320
"[1, 64, 0]","[0, 60, 3]","[1, 52, 4]","[1, 597, 5]","[0, 52, 6]","[0, 1500, 11]","[0, 1038, 11]","[1, 52, 12]","[1, 116, 38]","[1, 150, 39]","[0, 52, 39]","[1, 532, 40]","[0, 52, 40]","[0, 52, 41]","[0, 564, 41]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 6]","[1, 597, 7]","[0, 52, 8]","[0, 1500, 13]","[0, 1038, 13]","[1, 52, 13]","[1, 116, 34]","[1, 150, 35]","[0, 52, 35]","[0, 52, 35]","[1, 532, 35]","[0, 564, 36]","[0, 52, 36]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 629, 5]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 11]","[0, 1039, 11]","[1, 52, 11]","[1, 116, 30]","[0, 52, 30]","[0, 564, 33]","[1, 52, 33]","[1, 150, 65]","[0, 52, 65]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 661, 8]","[0, 52, 9]","[0, 1500, 13]","[0, 1038, 13]","[1, 52, 13]","[1, 116, 29]","[0, 52, 31]","[0, 564, 32]","[1, 52, 33]","[1, 150, 63]","[1, 83, 63]","[1, 532, 64]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 570, 5]","[0, 52, 5]","[0, 1500, 11]","[0, 1040, 12]","[1, 52, 12]","[1, 116, 29]","[0, 52, 30]","[0, 564, 32]","[1, 52, 32]","[1, 150, 70]","[1, 83, 71]","[1, 532, 71]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 6]","[1, 661, 7]","[0, 52, 7]","[0, 1500, 13]","[0, 1039, 13]","[1, 52, 13]","[1, 116, 24]","[0, 52, 25]","[0, 564, 27]","[1, 52, 28]","[1, 150, 116]","[1, 83, 117]","[1, 532, 117]",320
"[1, 64, 0]","[0, 60, 3]","[1, 52, 4]","[1, 597, 4]","[0, 52, 5]","[0, 1500, 9]","[0, 1039, 9]","[1, 52, 9]","[1, 116, 36]","[1, 150, 36]","[0, 52, 37]","[1, 532, 37]","[0, 52, 37]","[0, 52, 37]","[0, 595, 39]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 629, 8]","[0, 52, 9]","[0, 1500, 13]","[0, 1039, 13]","[1, 52, 13]","[1, 116, 38]","[1, 150, 39]","[1, 532, 39]","[0, 52, 39]","[0, 52, 39]","[0, 52, 40]","[0, 573, 42]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 570, 5]","[0, 52, 6]","[0, 1500, 10]","[0, 1039, 10]","[1, 52, 10]","[1, 116, 19]","[1, 150, 20]","[0, 52, 20]","[0, 52, 20]","[1, 532, 21]","[0, 52, 22]","[0, 573, 22]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 597, 5]","[0, 52, 6]","[0, 1500, 11]","[0, 1038, 11]","[1, 52, 11]","[1, 116, 15]","[1, 150, 15]","[0, 52, 16]","[0, 52, 16]","[1, 532, 16]","[0, 52, 17]","[0, 564, 17]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 570, 6]","[0, 52, 7]","[0, 1500, 10]","[0, 1040, 10]","[1, 52, 11]","[1, 116, 20]","[0, 52, 21]","[0, 564, 23]","[1, 52, 24]","[1, 150, 29]","[1, 83, 29]","[1, 532, 29]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 6]","[1, 597, 6]","[0, 52, 7]","[0, 1500, 15]","[0, 1038, 15]","[1, 52, 16]","[1, 116, 51]","[1, 150, 51]","[1, 532, 51]","[0, 52, 52]","[0, 52, 52]","[0, 573, 53]","[1, 52, 54]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 570, 6]","[0, 52, 7]","[0, 1500, 11]","[0, 1038, 11]","[1, 52, 12]","[1, 116, 23]","[1, 150, 23]","[0, 52, 23]","[1, 532, 24]","[0, 52, 24]","[0, 52, 24]","[0, 595, 25]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 6]","[1, 570, 6]","[0, 52, 7]","[0, 1500, 11]","[0, 1039, 11]","[1, 52, 11]","[1, 52, 11]","[1, 116, 38]","[1, 150, 39]","[1, 532, 39]","[0, 52, 40]","[0, 52, 40]","[0, 573, 42]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 597, 6]","[0, 52, 7]","[0, 1500, 11]","[0, 1039, 11]","[1, 52, 12]","[1, 52, 12]","[1, 116, 18]","[0, 52, 19]","[1, 150, 19]","[0, 52, 19]","[1, 532, 19]","[0, 564, 21]",320
"[1, 64, 0]","[0, 60, 3]","[1, 52, 4]","[1, 629, 5]","[0, 52, 5]","[0, 1500, 11]","[0, 1039, 11]","[1, 52, 11]","[1, 116, 45]","[1, 150, 46]","[1, 532, 46]","[0, 52, 46]","[0, 52, 46]","[0, 52, 47]","[0, 595, 60]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 661, 5]","[0, 52, 6]","[0, 1500, 11]","[0, 1038, 11]","[1, 52, 12]","[1, 116, 28]","[1, 150, 28]","[1, 532, 29]","[0, 52, 29]","[0, 52, 29]","[0, 52, 29]","[0, 564, 31]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 570, 5]","[0, 52, 6]","[0, 1500, 9]","[0, 1039, 9]","[1, 52, 10]","[1, 116, 37]","[1, 150, 37]","[1, 532, 38]","[0, 52, 38]","[0, 52, 38]","[0, 52, 38]","[0, 573, 40]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 570, 5]","[0, 52, 6]","[0, 1500, 12]","[0, 1040, 12]","[1, 52, 12]","[1, 116, 25]","[0, 52, 26]","[1, 150, 27]","[0, 52, 28]","[0, 564, 28]","[1, 532, 28]","[1, 52, 28]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 661, 5]","[0, 52, 6]","[0, 1500, 9]","[0, 1038, 9]","[1, 52, 9]","[1, 116, 23]","[1, 150, 24]","[1, 532, 24]","[0, 52, 25]","[0, 52, 25]","[0, 52, 25]","[0, 564, 26]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 6]","[1, 570, 6]","[0, 52, 7]","[0, 1500, 12]","[0, 1040, 12]","[1, 52, 12]","[1, 116, 33]","[1, 150, 33]","[0, 52, 34]","[0, 52, 34]","[1, 532, 34]","[0, 52, 35]","[0, 573, 36]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 629, 5]","[0, 52, 6]","[0, 1500, 12]","[0, 1038, 12]","[1, 52, 12]","[1, 116, 18]","[1, 150, 19]","[1, 532, 19]","[0, 52, 19]","[0, 52, 20]","[0, 564, 21]","[0, 83, 22]",320
"[1, 64, 0]","[0, 60, 3]","[1, 52, 4]","[1, 597, 5]","[0, 52, 5]","[0, 1500, 11]","[0, 1040, 11]","[1, 52, 11]","[1, 116, 19]","[1, 150, 19]","[0, 52, 20]","[1, 532, 20]","[0, 52, 20]","[0, 52, 21]","[0, 564, 22]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 597, 8]","[0, 52, 8]","[0, 1500, 16]","[1, 52, 17]","[0, 1038, 17]","[1, 52, 17]","[1, 116, 20]","[1, 150, 21]","[1, 532, 21]","[0, 52, 23]","[0, 52, 23]","[0, 52, 24]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 570, 5]","[0, 52, 5]","[0, 1500, 11]","[0, 1038, 11]","[1, 52, 11]","[1, 116, 36]","[1, 150, 36]","[1, 532, 37]","[0, 52, 38]","[0, 573, 40]","[1, 52, 40]","[1, 83, 40]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 629, 5]","[0, 52, 6]","[0, 1500, 10]","[0, 1038, 10]","[1, 52, 11]","[1, 116, 51]","[0, 52, 52]","[0, 564, 54]","[1, 52, 54]","[1, 150, 69]","[1, 83, 70]","[0, 52, 70]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 629, 5]","[0, 52, 6]","[0, 1500, 12]","[0, 1038, 13]","[1, 52, 13]","[1, 116, 50]","[1, 150, 50]","[0, 52, 51]","[0, 52, 51]","[1, 532, 51]","[0, 52, 52]","[0, 564, 53]",320
"[1, 64, 0]","[0, 60, 3]","[1, 52, 4]","[1, 661, 4]","[0, 52, 5]","[0, 1500, 9]","[0, 1039, 9]","[1, 52, 10]","[1, 116, 28]","[1, 150, 28]","[1, 532, 29]","[0, 52, 29]","[0, 52, 29]","[0, 52, 30]","[0, 564, 31]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 661, 5]","[0, 52, 6]","[0, 1500, 11]","[0, 1038, 11]","[1, 52, 11]","[1, 52, 12]","[1, 116, 33]","[1, 150, 33]","[0, 52, 33]","[1, 532, 33]","[0, 52, 34]","[0, 52, 34]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 597, 8]","[0, 52, 8]","[0, 1500, 13]","[0, 1039, 13]","[1, 52, 14]","[1, 116, 39]","[1, 150, 39]","[0, 52, 39]","[1, 532, 40]","[0, 52, 40]","[0, 52, 40]","[0, 564, 41]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 570, 6]","[0, 52, 7]","[0, 1500, 11]","[0, 1038, 12]","[1, 52, 12]","[1, 52, 12]","[1, 116, 26]","[1, 150, 26]","[0, 52, 26]","[1, 532, 27]","[0, 52, 27]","[0, 52, 27]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 661, 9]","[0, 52, 11]","[0, 1500, 15]","[0, 1040, 15]","[1, 52, 16]","[1, 116, 29]","[1, 150, 30]","[0, 52, 30]","[1, 532, 31]","[0, 52, 31]","[0, 52, 32]","[0, 573, 32]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 629, 5]","[0, 52, 6]","[0, 1500, 12]","[0, 1040, 12]","[1, 52, 12]","[1, 116, 18]","[0, 52, 19]","[1, 150, 19]","[1, 532, 19]","[0, 52, 20]","[0, 52, 20]","[0, 564, 21]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 661, 5]","[0, 52, 7]","[0, 1500, 10]","[0, 1038, 11]","[1, 52, 11]","[1, 52, 11]","[1, 116, 26]","[0, 52, 27]","[0, 564, 29]","[1, 52, 29]","[1, 150, 58]","[1, 83, 58]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 570, 5]","[0, 52, 6]","[0, 1500, 17]","[0, 1039, 17]","[1, 52, 17]","[1, 116, 26]","[1, 150, 27]","[1, 532, 28]","[0, 52, 43]","[0, 52, 43]","[0, 52, 43]","[0, 564, 52]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 597, 6]","[0, 52, 7]","[0, 1500, 12]","[0, 1039, 12]","[1, 52, 12]","[1, 116, 21]","[1, 150, 21]","[1, 532, 22]","[0, 52, 22]","[0, 52, 22]","[0, 52, 23]","[0, 564, 24]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 661, 6]","[0, 52, 6]","[0, 1500, 11]","[0, 1039, 11]","[1, 52, 12]","[1, 116, 33]","[0, 52, 34]","[0, 564, 36]","[1, 52, 37]","[1, 150, 50]","[1, 83, 50]","[0, 52, 50]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 629, 6]","[0, 52, 7]","[0, 1500, 11]","[0, 1039, 11]","[1, 52, 11]","[1, 116, 16]","[1, 150, 16]","[1, 532, 17]","[0, 52, 17]","[0, 52, 17]","[0, 52, 17]","[0, 564, 18]",320
"[1, 64, 0]","[0, 60, 3]","[1, 52, 4]","[1, 661, 4]","[0, 52, 5]","[0, 1500, 10]","[0, 1038, 10]","[1, 52, 10]","[1, 116, 21]","[1, 150, 22]","[0, 52, 22]","[0, 52, 23]","[1, 532, 23]","[0, 52, 23]","[0, 595, 24]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 661, 6]","[0, 52, 6]","[0, 1500, 11]","[0, 1039, 11]","[1, 52, 12]","[1, 52, 12]","[1, 116, 15]","[1, 150, 15]","[0, 52, 16]","[0, 52, 16]","[1, 532, 16]","[0, 52, 17]",320
"[1, 64, 0]","[0, 60, 3]","[1, 52, 4]","[1, 597, 5]","[0, 52, 5]","[0, 1500, 12]","[0, 1040, 12]","[1, 52, 13]","[1, 116, 26]","[0, 52, 28]","[0, 564, 29]","[1, 52, 30]","[1, 150, 45]","[0, 52, 46]","[1, 83, 46]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 597, 5]","[0, 52, 6]","[0, 1500, 11]","[0, 1039, 11]","[1, 52, 11]","[1, 116, 35]","[1, 150, 36]","[0, 52, 36]","[1, 532, 36]","[0, 52, 36]","[0, 52, 37]","[0, 573, 42]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 597, 6]","[0, 52, 7]","[0, 1500, 12]","[0, 1040, 12]","[1, 52, 13]","[1, 116, 19]","[0, 52, 21]","[0, 564, 26]","[1, 52, 27]","[1, 150, 50]","[0, 52, 51]","[1, 83, 51]",320
"[1, 64, 0]","[0, 60, 3]","[1, 52, 4]","[1, 570, 5]","[0, 52, 5]","[0, 1500, 10]","[0, 1039, 10]","[1, 52, 10]","[1, 116, 37]","[0, 52, 38]","[1, 150, 38]","[0, 52, 38]","[1, 532, 39]","[0, 564, 39]","[1, 52, 39]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 597, 6]","[0, 52, 6]","[0, 1500, 11]","[0, 1038, 11]","[1, 52, 11]","[1, 116, 35]","[1, 150, 35]","[1, 532, 35]","[0, 52, 36]","[0, 52, 36]","[0, 573, 38]","[1, 52, 38]",320
"[1, 64, 0]","[0, 60, 3]","[1, 52, 3]","[1, 570, 4]","[0, 52, 5]","[0, 1500, 8]","[0, 1039, 8]","[1, 52, 9]","[1, 116, 14]","[0, 52, 15]","[0, 564, 16]","[1, 52, 17]","[1, 150, 135]","[0, 52, 136]","[1, 83, 137]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 629, 5]","[0, 52, 6]","[0, 1500, 12]","[0, 1038, 12]","[1, 52, 13]","[1, 116, 36]","[1, 150, 36]","[1, 532, 36]","[0, 52, 37]","[0, 52, 37]","[0, 573, 40]","[1, 52, 40]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 5]","[1, 629, 13]","[0, 52, 14]","[0, 1500, 20]","[0, 1039, 20]","[1, 52, 20]","[1, 116, 50]","[1, 150, 50]","[1, 532, 50]","[0, 52, 51]","[0, 52, 51]","[0, 573, 53]","[1, 52, 53]",320
"[1, 64, 0]","[0, 60, 5]","[1, 52, 5]","[1, 570, 6]","[0, 52, 7]","[0, 1500, 11]","[0, 1039, 11]","[1, 52, 11]","[1, 116, 31]","[1, 150, 32]","[0, 52, 32]","[0, 52, 32]","[1, 532, 33]","[0, 52, 34]","[0, 595, 35]",320
"[1, 64, 0]","[0, 60, 4]","[1, 52, 4]","[1, 570, 5]","[0, 52, 6]","[0, 1500, 12]","[0, 1039, 12]","[1, 52, 12]","[1, 116, 18]","[0, 52, 19]","[0, 564, 20]","[1, 52, 21]","[1, 150, 26]","[1, 83, 26]","[1, 532, 26]",320
